_id,playerId,gameId,createdAt,data.age,data.gender,data.strengthInGame,data.payFair,data.feedbackOpenEnded,data.feedbackMultipleChoice,data.education
TTuNzpdx6LQzcZmct,NAfzQwhPRo5RKS9Rw,BdErQ3GcW8cmg8Q7h,2023-04-12T14:59:16Z,35,M,I was trying to organize everyone and work excellent with others.,yes I think it was good for the time it took to complete,"the last experiment I was unable to justify my answer, there were 3 red error boxes. \nI turned my cookies on as directed. Im on a 2020 M1 MacBook Pro using most current version of Ventura OS. Safari was the web browser.",Yes,other
3gnRXSN8iLMqcXjRZ,Enm3SrTiuJbZ8NcEd,vYPt9WKvXjbNXsXX5,2023-04-12T15:00:20Z,54,Female,"Playing as a team was both easy and difficult, but in the end we all helped each other.",I think the compensation is fair.,,Yes,bachelor
kt5GzvgJrXF4i9vba,TXkuFKux9jtr3mSt4,4LZWvv97bebEvoe8t,2023-04-14T19:07:56Z,49,Male,Not applicable,"Yes, I would have liked to play the game, though.",Someone decided not to play and so I just had to wait forever.,No,bachelor
65cHbNg7HnicTiDE8,RJ86gCAjoBT5Bwgnq,C2Arg4brSkyz3AvBC,2023-04-17T17:15:39Z,45,Female,,,,No,high-school
aWeh7Mo9QJyn83Hog,GG74xAiFQKRpNbdZC,WfMTJGy9HWJwXjMqT,2023-04-17T17:39:21Z,45,Male,"I was good with reasoning, not so much with word finds.","Yes, this felt worth my time, thank you","This was fun, thank you",Yes,high-school
DhvDftSmCJknL8vBb,8c75mxgyRhg4hgMhM,iy5NmMNRvRw3bCoXZ,2023-04-17T17:56:41Z,40,Male,"I contributed a fair amount to each game, particularly games with more concrete goals",TBD depending on final bonus,,Yes,bachelor
M92manYvmJp6iT4y4,KwAN4ic6PAtai2rEy,6DrxrTPRpHyCSYcLi,2023-04-17T17:56:43Z,30,male,Very strong,No. If only 3 dollars for all this time is not fair.,,Yes,bachelor
fPiK653em69TBAcWK,bGEQ2eK5BFWASq2HQ,iy5NmMNRvRw3bCoXZ,2023-04-17T17:56:50Z,60,male,average,yes,,Yes,bachelor
XFhhJZiJZbvatDeTn,8KkPHg2uioctf3Rbs,6DrxrTPRpHyCSYcLi,2023-04-17T17:56:54Z,71,male,"little above average, once I understood how everything worked.",yes,none,Yes,bachelor
EbBDRJfjrwtTFMGw8,F7RyzbL5Nk2aXrXpA,6DrxrTPRpHyCSYcLi,2023-04-17T17:57:03Z,64,female,cooperation with team,yes,It was a little confusing on how to finalize the contributions.,Yes,master
wNJi8DFpsQtWFQGJw,LDcQttPc9BH6Bbj72,CfwQckz8yBqDRcdks,2023-04-17T17:57:10Z,45,male,"Maybe not so strong in the word generation portion, but I tried to do my best in each individual segment of the game.",It's fine.  No issues with it.,It was certainly engaging.  The time just zipped by.,Yes,bachelor
TuXF83yf5DA9w3dBQ,Ekz5xrXEJqa7Szu9K,iy5NmMNRvRw3bCoXZ,2023-04-17T17:57:27Z,48,female,"Strong, personally. ",Yes it was fair with the exception of the errors in the text boxes as described above. ,"I wasn't able to enter anything in the ""response boxes"" for the reasoning questions (like the policy questions or justifying monetary allocations). I had error boxes. I communicated that to my partners, but they didn't answer. I WAS able to enter words for the listing questions. ",Yes,master
FThbkD48vuw6mwWLj,cHYRZBTT2tFMNAQfQ,BNGo9BdrBqXLb5RLY,2023-04-17T17:59:27Z,36,female,know many words,yes - though it does rely on some of that 'potential' bonus coming through,some of the instructions could definitely have been clearer. ,Yes,bachelor
kRK9TErPhMrrK7CZY,tfcNz6prCpr8gj2rK,BNGo9BdrBqXLb5RLY,2023-04-17T17:59:58Z,32,female,"I was quick with the touchpad on the first task. I am not a leader, so I was better with ideas then pulling them together.","Yes, even without the rest, the pay was pretty good.",Everything worked well and went pretty smoothly,Yes,bachelor
KvRfHSJdWyqjG8f2W,YCM7Fsp78KZ6d5ZeR,BNGo9BdrBqXLb5RLY,2023-04-17T18:00:26Z,36,Female,I think I was best on the word games and weakest on the brainstorm game since it's very hard to coordinate well across multiple people,"The pair is very fair, especially since the games were more interesting than most other surveys","I had to switch browsers since the game wouldn't move between rounds on Firefox, but behaved fine on Chrome (I was a little late on the first two rounds of the first game as a result). Everything else worked fine and the game was very robust",Yes,bachelor
DkKgGXzNzKrrsAHFL,jyZAthHHjpDxmDypq,cAkjYmnWCNYyL42nJ,2023-04-17T18:01:36Z,49,female,,,,Yes,high-school
sPL2Lpm2kfbEkYWfH,GnXsAicbuQvFEns7G,cAkjYmnWCNYyL42nJ,2023-04-17T18:01:46Z,37,male,Balanced,yes,,Yes,high-school
pZwERkFhDt3PmEtyJ,n7Bu6biqowY3osBZ5,cAkjYmnWCNYyL42nJ,2023-04-17T18:01:57Z,43,female,high/pretty good. I tried to work as a team more than others.,it depends on the final bonus.,no,Yes,bachelor
QWsy3CFn7Z6Zfwww3,2ZfBxDGA4QQ8ShC6q,cAkjYmnWCNYyL42nJ,2023-04-17T18:03:03Z,71,male,I did my best. Think I could have done better especially on the last game. ,Quite satisfied with the pay and experience.,It's about picking a leader and having an organized and agreed upon approach to the task at hand. Easy said than done.,Yes,other
XcZrahvMTsw9Le5vH,kd8gyfJBmRh8Nw9zi,cAkjYmnWCNYyL42nJ,2023-04-17T18:03:54Z,60,female,"My strength was sitting back and letting others run the show, until Bossy pants showed up in ALL CAPS",Depends - am I getting the potential and the current bonus?  Anything less than $12 for this would be unfair.,"Bossy people need to be muted, excluded, shut off",No,bachelor
sfA23uNBwYDHRYWJH,Ks8WWFSdWwZn6cq6k,cAkjYmnWCNYyL42nJ,2023-04-17T18:04:27Z,29,Male,I tried to coordinate my team with single decision and also I gave my effort to do the task as per the instruction given.,I am satisfied with this pay.,I failed to enter into the game for past two times. Today I am very happy that I participated in this game. Its really so cool. I loved playing this with other turkers. Willing to participate more in future.,Yes,other
XtQMjyWuJnuWRqihK,LNWsGR4rpctvwKMGy,C2Arg4brSkyz3AvBC,2023-04-17T18:05:16Z,65,F,I was good at words. , yes seems so,all good,Yes,master
qjeGzWXcYEFAQ4jdR,Bzd4vZp7pCS2Dgo4P,C2Arg4brSkyz3AvBC,2023-04-17T18:06:20Z,34,male,I was focused on getting the task done before time ran out.,"Maybe, I haven't seen the full bonus yet.","The server was too slow to respond, especially at the beginning.",No,bachelor
owoKeWqLRNAkPSD5H,dNqP9S9QNE2ExfEfD,C2Arg4brSkyz3AvBC,2023-04-17T18:06:21Z,35,Male,Analytical thinking and quicck responsive,Pay was bit on lower side than average pay,It was fun and engaging task,Yes,other
539SJykmFamMLQNDB,4q9inGrmiehe92dAs,RteqoAycGuQTjjcbd,2023-04-17T18:06:31Z,32,Male,Medium,"Yes, nice",I really enjoyed the game and love it.,Yes,master
oTqAFj53krG4ofz48,iNaNY2wmXB4fbEriR,e7cbvanTqiy4csQET,2023-04-17T18:10:16Z,42,Female,I was average in all of them. ,"Yes, it was fine. ",,Yes,high-school
RSLXp5hu63cC757Td,bvt2cuPfXFod7E28G,hYv5vYYuRkjBW3iyX,2023-04-17T18:15:14Z,30,Female,Pretty strong,Unsure yet,,Yes,bachelor
hk_000e3bc01f6a1b94,Qxamaiz3FuEsvfdqR,hYv5vYYuRkjBW3iyX,2023-04-17T18:15:19Z,38,male,open ended questions,yes,none,Yes,master
djvfXXAkBtQBBybok,XSxAFEEWvpZPhbxRq,hYv5vYYuRkjBW3iyX,2023-04-17T18:17:12Z,29,Male,I am open to collaboration with others.,Somewhat fair,The time slot for the attention check questions could be longer.,Yes,bachelor
PrqrDdMC6SQhAwmEg,GjaCkJYwjg9hgAZg3,smxxqW5vtmqBz3RCx,2023-04-17T19:09:18Z,56,Female,Not applicable ,Pay was fair,"Did not play game, will next time. Did not connect",Yes,high-school
KASFThXLASwxZPWWF,pDZT28reKT9ax7sWc,KGXbY79L2phPbzMwC,2023-04-17T19:41:13Z,30,Male,I'm good at thinking in a creative and stategic manner.,Yes,"I enjoyed the game, some of them were fun.",Yes,master
aRAB8w6KHXwNXt5Ag,RCB7C4Dc2PveCbPPP,6ceieBKF6WbjaPGbt,2023-04-17T19:43:59Z,39,male,I don't know if I had any. I learned them as I went. If anything I had a weakness of working too slowly on some.,"If it comes through and the ""potential"" happens; yes. No ""potential"" so-so given the involvement and risk of ""pay through bonus"" setup. ",I would highly prefer a new HIT through mturk with a guaranteed base pay rate rather than risking an hour for a bonus that hopefully happens. But other than that everything was clear and worked as it should.,Yes,high-school
zt8CwLkgrmbji6xJu,G4wDaaMa7zGFC32o4,KsNgBE5uHjqPE99kT,2023-04-17T19:46:05Z,63,,,,I thoroughly enjoyed this. Not sure how it can be of any help though.,Yes,
hWoocmMbL5tdyKuED,n5H4RaWwDLbNaW7qG,ryrz226yqKhL7nhmf,2023-04-17T19:47:23Z,40,female,I describe my strength as taking my time to think problems through. ,yes,"This experiment was very fun, I just wish that more time was allotted to complete all of the tasks as well as read the instructions and answering the comprehension questions. ",Yes,bachelor
nYPtMxdseXWKYLkZW,aboBxc4mGpNsKqz8A,jChEXHRqTRjXWEojJ,2023-04-17T19:51:09Z,42,male,Helped with answers,Yes,,Yes,bachelor
53KNrE4ckNWjP2ojv,2Ti4Kj78ESKqZw2cm,jChEXHRqTRjXWEojJ,2023-04-17T19:51:36Z,36,female,I think I was really good at the boat activity. ,Yes,no,Yes,master
8wDb8kSSxJpKKbsML,m2CBjnj5pvtTuDNFu,jChEXHRqTRjXWEojJ,2023-04-17T19:52:37Z,71,female,I was average. The other players were good. We all contributed.,absolutely fair!,I forgot to enter my reasoning in the box. I only entered reasoning in chat for the last game.,Yes,master
bj8Me4wL8ae5tTe6g,8zCW83qt6tNF6jinQ,smxxqW5vtmqBz3RCx,2023-04-17T19:52:43Z,34,Female,I felt like I carried the team.,It is fair.,no,Yes,master
JNzBEc65z5N5WBkur,H22J8zhmNaomprM6X,yicvow9GcTJrFruot,2023-04-17T19:58:24Z,58,female,I tried to read and look at all angles as much as I could and interact with my teammates fairly. ,Yes. ,It went well and smoothly. ,Yes,bachelor
DfFdH53Mat3tQ94ni,pm2cWiDjC2aGcvdgF,yicvow9GcTJrFruot,2023-04-17T19:59:01Z,40,male,It was probably just staying attentive and attempting every problem.,I feel it was a little low but I was told before that it would be performance based and maybe it is justified based on my performance.,,Yes,bachelor
bbokAZnrBMcjkgBFR,HiR94FLDRNjCqddtr,yicvow9GcTJrFruot,2023-04-17T19:59:20Z,56,male,above average in some games and below average in others,I think it was fair,Gameplay had no issues. It was fun to do but instructions could have been better,Yes,high-school
u8eJBPp3jYiikNWXE,hk_14e0bf0d9d2305f7,JngtZ9paSsveqfTEf,2023-04-17T20:00:55Z,42,female,To cooperative with others and give my perspective.,"Yes, thank you.",no comments,Yes,bachelor
BpQH7Wy5bwPgKEYHo,qMQLdjgsarG45CXa6,JngtZ9paSsveqfTEf,2023-04-17T20:01:14Z,32,Male,My strength was the cognitive portion with the ability to think on my feet when it came to logic. ,Yes,Do a better job of detecting bots. I believe in the sudoku challenge we a had bot spamming 4 throughout an entire round.,Yes,bachelor
PYL5LxuatQJ68xeFF,HdAivfQwGMxyMiM4J,JngtZ9paSsveqfTEf,2023-04-17T20:01:53Z,33,female,Good,Yes,"I think the notification could have been earlier, but everything worked out fine.",Yes,bachelor
eR2QxkDegiSuAxHQd,FkmNYKZegtckRjWTh,HsdCA2vNvTYcggaGX,2023-04-17T20:06:07Z,36,male,I was good at following directions and helping out. Not good at leading.,Yes!,This was great. Thank you!,Yes,high-school
P5oPt5mmXTvSDdGtY,tsp7P6DpH44sWEF3H,HsdCA2vNvTYcggaGX,2023-04-17T20:06:42Z,38,female,I was good at writing descriptions and moving items in the boats.,,,Yes,master
hQKcEbYsq6hQmgZf2,rXm4ZxX6yHN27aLub,HsdCA2vNvTYcggaGX,2023-04-17T20:07:33Z,44,cis female,"I think I'm good with puzzles but I need more time to do them. I have a hard time with team tasks, but I also have a good work ethic and try in good faith to work well with others and am fine letting more skilled people take the wheel.","Yes, thank you very much!","This was frustrating in a lot of ways, especially in the beginning when we were orchestrating ourselves as a team. But it was challenging in a really good way and I would do something like this again even though I don't normally like to do team tasks. I just wish we had a longer timer on the tasks, especially when there's a lot of reading. I had a hard time processing some of the information going on.",Yes,high-school
SxfXzrb6YomsD9vih,wjCZz6rMExxbYL8Bw,WNoBH6Evgw3Yg6y6c,2023-04-17T20:08:20Z,28,Male,,,,Yes,master
nmiuhNEsiFsLrdy5x,4xfuBo5SGqEzA2Xmy,WNoBH6Evgw3Yg6y6c,2023-04-17T20:08:48Z,59,Male,Average,Yes,No,Yes,high-school
ym72CKNLobnCNzfzk,omD8MBigE57nsLqbg,WNoBH6Evgw3Yg6y6c,2023-04-17T20:09:11Z,54,Male,"I don't know if I had a strength, if I had to, it would be soduku.  ",Yes,,Yes,bachelor
npvxkgxoxTeuSphqK,rQGAy6P4s9bsLWTsj,WNoBH6Evgw3Yg6y6c,2023-04-17T20:09:18Z,32,Male,I feel I can reason well through sudoku puzzles.,Yes.,Some loadtime issues with the app site early on had me refreshing and being late to the task.,Yes,bachelor
hZa9zLnqnwj4iZKnF,hLrTs9d8r4mBAwCJk,D5SqsEKLc5X2bNMzZ,2023-04-17T20:09:32Z,70,female,I am uncertain,yes,,Yes,high-school
3TPjdp4FNQa2BMqaC,pgkdSQnqQP6tqnMpL,WNoBH6Evgw3Yg6y6c,2023-04-17T20:10:05Z,53,male,I was surprised that I was very competent in the AITA game and pretty much a non factor in the rest.,yeah,"lucky I could do it, there was a real cross section of smarts on display! I didn't belong for most of it.",Yes,bachelor
2HicgsJ3Jky2hRnWw,v5Eg8CgEiBaccPPTR,HsdCA2vNvTYcggaGX,2023-04-17T20:11:25Z,50,male,"I firmly believe that I was very good at every task, but I also know that it's okay to let other people take the lead when they can get the job done. Perhaps my greatest strength though, is my willingness to tell people to not do anything when they are hindering the group's progress. Sometimes the best way to contribute, is not to contribute at all!",The pay was very fair.,"It's a very enjoyable/frustrating experience. Having to work with different people not knowing their skill sets is very interesting.  It's a combination of being nice and cooperative but also trying to do well on the tasks and taking a back seat when it's for the best. The waiting room was very quick and I always knew where I stood. The email let me know to set aside an hour, and that was perfect. ",Yes,bachelor
nXfF9yLjfdrMZE9Dv,G6qSmBeDKqxkKLxTe,YW6GidcgTcAj8hCwW,2023-04-17T20:11:52Z,45,female,some games better than others,yes,people were nice and fair,Yes,master
dXjEyeDhs7pSRYFp6,twAWASsoZYuRaLvsx,WNoBH6Evgw3Yg6y6c,2023-04-17T20:12:03Z,28,male,"I think I did an okay job at voicing my opinion on what we should do for most of it, but more as a general guideline than a strict rule.",I think it was assuming I get the potential additional bonus.,I thought the general experience was pretty good. Some tasks I felt weren't discussed as well as they could've been and some teammates just made moves without discussing it with others.  The boat task was a bit confusing to me as to how certain creatures ate other creatures. Did they eat them if they were on the boat together or did they eat them if they were left behind on land together?,Yes,high-school
rqs2AkAAo3AK4i3qB,vn4ciWMbwikLrfHmi,YW6GidcgTcAj8hCwW,2023-04-17T20:12:09Z,40,male,"I am very good at sudoku and writing, so I was good at those tasks. I was hopeless with the first one.","For something I was doing for fun, sure.","I think sometimes the approve button was not good at catching up with the rest of the room, but overall it went smoother than I would have predicted",Yes,bachelor
nKNqa6JCShMSJ2ofG,toQkwAdYbvnEynfWt,YW6GidcgTcAj8hCwW,2023-04-17T20:12:31Z,48,Male,Communication and teamwork.  Keeping the mood light.,"Yes, definitely!","Everything went well.  I may have missed it, but you may want to reiterate to folks that they should enable cookies.  Thanks for the generous bonus and fun task!  Love it!",Yes,high-school
GBaunRXGFnkFKbjyj,QfRAyg8y8NATZs5et,YW6GidcgTcAj8hCwW,2023-04-17T20:12:35Z,39,female,"Logic puzzles, being able to articulate narrative explanation in game 5","Yes, it seems that way","Sometimes it joined me into the game 1 activity after everyone else was working, so I had less time to read and respond. Game 1 seemed to not synch properly.",Yes,bachelor
98ZAnyqFhS23CKyk2,SWcdG9bfZP5hSkuDD,YW6GidcgTcAj8hCwW,2023-04-17T20:12:46Z,36,Male,I thought I was reasonable good at the quantitative and problem solving aspects of this game.,I feel that the pair was fair but depends too much on the strength of the other players in the game.,I have no other feedback about this game play.,Yes,master
PwtYFotoBHSu4e8Hd,KJeK2y6ovxEP2ryku,67q246wX75DsbyYhJ,2023-04-17T20:28:55Z,29,WOMAN,AVERAGE,VERY FAIR,"EXTREMELY MENTALLY STIMULATING, VERY THOUGHT PROVOKING ACTIVITY!",Yes,bachelor
G6PoykdmHwSJmSsDh,koJL9EtcT465krR4G,67q246wX75DsbyYhJ,2023-04-17T20:29:07Z,64,female,able to solve puzzles,not really,difficult to compute game 5 because the other responses were not visible,Yes,master
4g5PzRwauasgCsekm,Cmsveop5BL7LFMdqo,67q246wX75DsbyYhJ,2023-04-17T20:29:10Z,42,Female,I love sudoku ,yes,No,Yes,master
B7AedPRbi28NRZdes,edNFdQHFGMqe6bwcg,9m2Th7Gan9goTJNwx,2023-04-19T20:37:25Z,45,female,i was pretty average but high in terms of creativity,yes,no,Yes,master
4BrNzDeFLXXLCPP2S,hk_55d7f3db61b6b7b1,9m2Th7Gan9goTJNwx,2023-04-19T20:37:34Z,38,male,Not being confrontational. Just doing my best.,Yes,no comments,Yes,high-school
G6nApzsiz7sSTHdH9,o5EDBb5YRuAZGqdhP,9m2Th7Gan9goTJNwx,2023-04-19T20:37:51Z,49,male,I didn't have one.,Yes.,,No,high-school
6vzew4pPqmvhyxAv3,srwTN8ZsnZWNGGhfZ,9m2Th7Gan9goTJNwx,2023-04-19T20:38:04Z,51,Male,I had a tough time due to slow server response and reduced time on task.,Yes,The server was slow making it reducing the time I had in the different tasks,Yes,master
QKGxPTG2At6akKPYW,sPXwKSM22tP2HE9ef,9m2Th7Gan9goTJNwx,2023-04-19T20:38:47Z,25,Male,"Weak, I couldn't do my best",yes,"the game for me was all buggy, I couldn't enter the values, the server stuck in loading, I could barely play properly",Yes,high-school
2pJmekG2QriqicEq6,832eGSmaoxHRACr5W,9m2Th7Gan9goTJNwx,2023-04-19T20:39:46Z,38,male,Fine,"Several of the scoring systems seem to be subjective and I don't know the results yet. But I guess even if my bonus doesn't change, yes.","I had to refresh the page a lot, and many time tasks took so long to load that I only saw half of them. Asking strangers to debate the importance of homeless programs under a time limit with a nebulous reward system is not going to result in any meaningful debate. I also saw a lot of words disappear right after they were entered, I can't be sure if someone was clicking rapidly or if the server had issues.",No,bachelor
kConwwfsDWuZfN9PM,uja53x9M5tgjTgWPJ,sXvSQdk5pDKToyH3C,2023-04-19T20:52:33Z,57,Male,Writing,Yes,,Yes,bachelor
m6ERNf5xEKjHShpwR,WfSbYs6NCFPuBnefz,TEdkY4QNWLE7KyCJx,2023-04-19T20:52:49Z,69,Female,Not too sure,Yes,,Yes,high-school
izcH3Y72uPBqc3HMu,MrHv8yCBZt4353kqx,TEdkY4QNWLE7KyCJx,2023-04-19T20:52:51Z,26,male,nothing to much ,yeah,no,Yes,high-school
