WorkerId,AssignmentId,BonusAmount,UniqueRequestToken,Reason
hk_3e3b607993f27b2b,3M1CVSFP67HVDJ4LWAIO9LSYNVAAQV,1,-722973993,Thank you for joining our study on 2023-05-05
hk_f70a523ddc44c307,36WLNQG786MBZQJ8TXNKAFNQMA9EBK,1,992340773,Thank you for joining our study on 2023-05-08
hk_39567aa24accd1de,3L4PIM1GQ0SWL2HOPVL4HXKAM9YRY8,13.13,-1235933836,Thank you for joining our study on 2023-05-05
hk_dd1e81548378bdaa,3G0WWMR1U2W2X2YA5ENTVRCYM03QNL,1,-890245405,Thank you for joining our study on 2023-05-02
hk_44a4b5525c13de23,3TU5ZICBRKDHUVB6ZCYADUM3X52Q8V,11.13,2003912975,Thank you for joining our study on 2023-05-02
hk_4049f9f50b353d38,3VE8AYVF8T9K36LXLWNG1VIPQ48F87,14.47,-963847554,Thank you for joining our study on 2023-05-05
hk_814b9a992f4e2151,3S0TNUHWK0UN5M71UQSQDVF4EPKD8I,16.95,-1738029366,Thank you for joining our study on 2023-05-02
hk_21192fd368296e57,37Z929RLGGKC5VI7UEYAZQXRU01TSU,1,206317517,Thank you for joining our study on 2023-05-01
hk_636a6130e637676d,3HYA4D452YV9HRJ85FEFR45M429F2T,1,73306656,Thank you for joining our study on 2023-05-08
hk_c5f34af3f70f34ac,3P59JYT76SWJ0W190ZJ488KNVBK2TR,15.39,-1011950612,Thank you for joining our study on 2023-05-08
hk_93b2ba4425ce503e,3FTOP5WARM0IQJ2Q9I1MNE4Z0CPJ01,14.56,-1096714483,Thank you for joining our study on 2023-05-02
hk_91ba140b75344c9f,3ND9UOO81REHTZRB5A6KAOQV54OLWI,1,-2058150761,Thank you for joining our study on 2023-05-02
hk_02393beb1cf77b15,3XXU1SWE8T77PQZMFCO9UF1GANHA0U,7.5,367625233,Thank you for joining our study on 2023-05-08
hk_f9455bbebbca2bcf,3JJVG1YBEI9B37QFIWUH6LHD9EJB5J,1,-566106530,Thank you for joining our study on 2023-05-08
hk_a304e71b385629fa,37W3JXSD6DK1TYYAOPVA4WSREKGYWD,1,1235510269,Thank you for joining our study on 2023-05-02
hk_7f8fd77c6c903a6b,3S96KQ6I9TG636ZPXO3L4RBRS2VDTX,12.81,1779368957,Thank you for joining our study on 2023-05-08
hk_de1fed5db3afe15b,3NPI0JQDAVHFS32F2XUG4LSG6KRTPI,15.12,346589371,Thank you for joining our study on 2023-05-02
hk_b4d358b1dddc9720,3WQ3B2KGEFSCFPPWH9S53V4WXXP1B0,1,-1146824594,Thank you for joining our study on 2023-05-01
hk_2a0e88510856863c,3WS1NTTKE5O2LHGUQSA18GC773GF0Y,9.76,157808409,Thank you for joining our study on 2023-05-05
hk_d3f2cd8410b957f0,3IO1LGZLKG9OKDSMK3KC7P5CX2N869,1,264699179,Thank you for joining our study on 2023-05-02
hk_ddac19aab6cdc807,31EUONYN22FCKVU3SSHGG3BBTZPOVO,14.97,-1137636034,Thank you for joining our study on 2023-05-05
hk_70dc439a75c24b0d,37WLF8U1WW28FEUNTSHFXUE3S196KG,1,1347144723,Thank you for joining our study on 2023-05-05
hk_77c555731b9896aa,3483FV8BELVDYYQX4MBBXYS9B1S62Z,13.65,2104833793,Thank you for joining our study on 2023-05-05
hk_db96d5a0330f4f75,3LJ7UR74ROPV8XBC7HGGSOBTQ4HN4O,15.57,256624282,Thank you for joining our study on 2023-05-01
hk_b5d000117193ac80,3907X2AHF7HL8482JIAK3YJQ66AP2G,14.87,2007311951,Thank you for joining our study on 2023-05-05
hk_6fe2742a45a1c4ae,3YW4XOSQKXXRBOY2H0908LWKMG11UI,17.95,-981838036,Thank you for joining our study on 2023-05-02
hk_3ee154fd1b0111a2,34PGFRQONVNBY93B2PU7U9D31EVJWO,13.56,-713785931,Thank you for joining our study on 2023-05-02
hk_a1c87a979f4172c0,3HPZF4IVNT5SF0S57YV9S2LOM2IYCK,15.07,1091690744,Thank you for joining our study on 2023-05-01
hk_fa6942fbd8a4ef91,3RSDURM96HY7CYCJ3P14IQLR7ASEYI,16.95,-984210920,Thank you for joining our study on 2023-05-02
hk_5f46189565e0171c,37KGEN7NJA2H0B98LGLWZBRJKHRPPX,12.67,681266668,Thank you for joining our study on 2023-05-08
hk_1a31bd3101905379,3H7Z272LXEJR9QUATOSPIUIZC35LPZ,16.95,1839225721,Thank you for joining our study on 2023-05-02
hk_25debb9b56574a0c,32VNZTT0AEGGNV340OXX18G3RZ0R46,11.49,-1638556149,Thank you for joining our study on 2023-05-08
hk_256285fb29b65276,30JNVC0ORGWAN6CZ2GSGQ7F20JLHQK,13.61,-738268511,Thank you for joining our study on 2023-05-02
hk_1e2cd68eda3b44fa,3WRFBPLXRH0AQ1S873BXIJJNC4G3NE,1,-1478612586,Thank you for joining our study on 2023-05-05
hk_437eb13bc3e2b5c9,32M8BPYGA0YJ6CT5525PW5CFUAWGIO,14.37,1309795543,Thank you for joining our study on 2023-05-05
hk_1c98787200c5c778,3M23Y66PO9J63X7VY1QHOG5D9RZS6O,1,-1564523063,Thank you for joining our study on 2023-05-01
hk_b3352734bc6dbec0,36PW28KO4686GGEGNJNOF43K4J9EAS,1,2118599684,Thank you for joining our study on 2023-05-02
hk_0bb54bd3a69ccc6a,3DIP6YHAPJ4SXSL1QL3AJDXPER38E4,1,755806064,Thank you for joining our study on 2023-05-08
hk_f132370e84343bc4,3OLQQLKKNZ1HH9HKHP018363U22EJZ,1,790331386,Thank you for joining our study on 2023-05-01
hk_379619e588a2c887,3LS2AMNW5M2KFNYM6TN6AGC3EOJQO5,1,439314178,Thank you for joining our study on 2023-05-01
hk_6642f5508851f0ed,3DYGAII7PSK20NANLT0LZGHTKQJPQF,14.06,226980892,Thank you for joining our study on 2023-05-02
hk_8798faceefab1dbe,3300DTYQT9TY3WLXCFKA54IP7Q4EQL,15.2,218528038,Thank you for joining our study on 2023-05-01
hk_4155ea9704bcf389,3L4PIM1GQ0SWL2HOPVL4HXKALO8RYB,15.7,-2125102813,Thank you for joining our study on 2023-05-01
hk_84e87cffa5951e89,3STRJBFXO33EHC5ZP5P8846HANATKU,11.69,-1879775092,Thank you for joining our study on 2023-05-02
hk_54929f4d188f1625,34YB12FSQ5052VJWQH3HOYJW9YHMG3,11.69,1127747909,Thank you for joining our study on 2023-05-02
hk_ec358202844d3f03,3DHE4R9OC3NFVRF3GZKX9P5Y40N2GU,1,-1618077209,Thank you for joining our study on 2023-05-01
hk_146370558f515100,3TMFV4NEPFQMES7SBLXG5J4PJGVW8Z,14.06,-1767096236,Thank you for joining our study on 2023-05-02
hk_2d911dcfe3e66015,31T4R4OBOZS90GW4KP59FP1RGHQC74,13.97,932816849,Thank you for joining our study on 2023-05-05
hk_7ac370a38646ff45,3SNVL38CIB4XVV3O3JUIJU6DM14KCW,15.62,-1546637207,Thank you for joining our study on 2023-05-02
hk_dd1fbb305cdccb3f,3VJ40NV2QPZX73QENXH1FLNQUSGOT5,14.64,-1613190543,Thank you for joining our study on 2023-05-02
hk_66d551ebafc5a5ab,3JRJSWSMQOX6WVFVE48ESWPE0VV3E9,1,-1267330129,Thank you for joining our study on 2023-05-08
hk_9c34f0d30e2a3a9c,3DZQRBDBSSR76EKDFZSJHDTTYVY3SJ,1,1425256365,Thank you for joining our study on 2023-05-02
hk_b740ebc7a97e8433,3R3YRB5GRMFN5CB2DJ2TJMPNP53UAK,12.87,2071857287,Thank you for joining our study on 2023-05-02
hk_6133ff6bafa6c846,3RGU30DZTHKFTX9XYNOKLBBC494MJI,13.04,-154103544,Thank you for joining our study on 2023-05-02
hk_8f3589aa75d825de,3JWH6J9I9ZPFTWWLMWQ302HZXCKNB9,1,1284961483,Thank you for joining our study on 2023-05-08
hk_26cb1bd3b1e16bc4,3PJUZCGDJDSB2WUKIANORZWEKF289C,1,-1428898863,Thank you for joining our study on 2023-05-01
hk_2b529ecc541e5054,3IO1LGZLKG9OKDSMK3KC7P5CU3S68B,10.13,-898194854,Thank you for joining our study on 2023-05-01
hk_19d8e64a3dd6f9eb,3Z7ISHFUH77Q8NCXM8HN4NY7Z7P8Z4,12.77,-1779921024,Thank you for joining our study on 2023-05-08
hk_939257f5c0b1a868,3FDJT1UU7BKCWAU9O97A5O03T8BK5S,1,-1642156307,Thank you for joining our study on 2023-05-01
hk_dcfb88b9ce91b390,3UXUOQ9OKL9L71Z60B9I9UB3F3RA7Z,1,1083075141,Thank you for joining our study on 2023-05-01
hk_69de9020f53d1c4d,3O7L7BFSHL1LMYXEZ7F1W2R3EY3EIW,1,-353991811,Thank you for joining our study on 2023-05-02
hk_d6870eae5b412de4,39LOEL67OZHPNU5411ME0MTSKDC83V,1,532907156,Thank you for joining our study on 2023-05-02
hk_49b6e642fe0a05f8,3DI28L7YXHQAMS1GR0UV43AHXW4E1G,1,-1709385180,Thank you for joining our study on 2023-05-08
hk_9b218bb5f4252cf0,351SEKWQS7T2QB95OR29IDGZVV1DMX,1,1678465574,Thank you for joining our study on 2023-05-08
hk_de7f4b93f9982b14,3IAS3U3I0MSJ4A7S0DSJ8EE1M68B2Z,1,-1858060818,Thank you for joining our study on 2023-05-02
hk_63e7af47365e047f,3QAVNHZ3ETGKMMO845ASSZT4APGLA7,1,-1531577780,Thank you for joining our study on 2023-05-02
hk_48db12c50193809b,3TXD01ZLDBT83NVL4IS26J3NV754U3,13.77,1701035963,Thank you for joining our study on 2023-05-08
hk_c0ae0e4e3b55a9a9,3OONKJ5DKJVXBHWXNBQGFRH4NK0BOJ,1,-1812099401,Thank you for joining our study on 2023-05-02
hk_ac0ebf74f5d0c0d4,3GS6S824SX97HZUWHNMZNGUK7BPWNH,1,-1710719411,Thank you for joining our study on 2023-05-02
hk_e0d39090332a73ec,36H9ULYP6969NNHGC0K7QLR4I0TFJ2,1,1512378157,Thank you for joining our study on 2023-05-01
hk_90ce5aad896cbe9a,3U5NZHP4LYEPNUBK23DRQ2PSHC9PHB,14.64,1804473884,Thank you for joining our study on 2023-05-02
hk_7d49fd434945a0d0,38JBBYETQVMRERYZEIDX21HKGLJE4F,12.15,107827876,Thank you for joining our study on 2023-05-05
hk_d78f5675f8972190,3K2755HG5ZFWK1HO24YWNNWQ38LDFJ,14.2,-1323304657,Thank you for joining our study on 2023-05-01
hk_cf0ae751c453cc6a,3W8CV64QJ9B4V7VDLEHU4CPDRBK9HE,17.45,780553245,Thank you for joining our study on 2023-05-02
hk_48cc67056010a0ee,3B837J3LDV8ZPG5FQPTFZBW98YDRSS,11.8,-816343136,Thank you for joining our study on 2023-05-02
hk_240d57686a9a7c47,3YGXWBAF77TCHTELIR72CDHHVJ8C46,1,782459370,Thank you for joining our study on 2023-05-02
hk_86048b1baddf5a8a,3BEFOD78WD5PQFQCVG1GF9MUW7SM47,1,-234727796,Thank you for joining our study on 2023-05-01
hk_910ded3787c356ee,3RU7GD8VPV5ED3P0DXPQUGWU8TSSPV,14.62,2003343581,Thank you for joining our study on 2023-05-02
hk_a37496949833e7c6,3PJ71Z61RBETRWAZJPE9CP96DHN917,1,-451889718,Thank you for joining our study on 2023-05-02
hk_6392bc6f0e821cf9,38JBBYETQVMRERYZEIDX21HKD684EX,1,-1145248431,Thank you for joining our study on 2023-05-08
hk_3b8321713d4f392e,3XLBSAQ9ZBOM897EC3PHQN2CW8BZ7E,1,-353051808,Thank you for joining our study on 2023-05-08
hk_287aeba434832bda,3Z4XG4ZF4F313SCILQT272IWSNYX80,1,-1179121632,Thank you for joining our study on 2023-05-01
hk_881c4ff36fa8c946,35K3O9HUAIP1C7VOYZ9GT5EB2U5FEG,1,1559315539,Thank you for joining our study on 2023-05-08
hk_0c78bb183b31c575,3PZDLQMM00X2EFZYEDOEJYKJ7P8C26,12.68,373398621,Thank you for joining our study on 2023-05-08
hk_1c4da3c83749130d,31UV0MXWNXOLQF4LO6MYS8LQ4A2I5A,1,1198944112,Thank you for joining our study on 2023-05-02
hk_0147473866e10c33,3FPRZHYEP5JNY61H9UXOS0D0Y8MV3T,15.12,192770101,Thank you for joining our study on 2023-05-02
hk_7ec93ecf729c3698,3VHP9MDGRUWMF9BA283L3HE8G4UCFT,13.41,-790957234,Thank you for joining our study on 2023-05-01
hk_3bbe1af6ea049d8a,39K0FND3AOR4S46T4HB7SC8TCAIMAK,13.37,1596799456,Thank you for joining our study on 2023-05-05
hk_118cf825ac541beb,3VELCLL3GRV2S61CMBE1MLVH9Y51F9,13.48,-218040905,Thank you for joining our study on 2023-05-05
hk_ce7668fb4ee6970f,3U0SRXB7CKH293DAITCT0HM3IW9RNB,11.79,1707220253,Thank you for joining our study on 2023-05-02
hk_a4e827de4b1af1d8,3IXQG4FA20AU4USRLM7YI1MFVKBB93,14.38,-1011595325,Thank you for joining our study on 2023-05-02
hk_a2068501bf125a17,3WQQ9FUS6H6UQP9HGU1KI5R485IB8I,13.67,75693247,Thank you for joining our study on 2023-05-05
hk_b4d44c9dc565045a,358UUM7WR6FD6ILN2MV44K0DLC67RB,10.25,-318655508,Thank you for joining our study on 2023-05-01
hk_165a754325542f98,3MD9PLUKKPQBBUZ1SA66MKO2R69NZ3,13.61,336267716,Thank you for joining our study on 2023-05-02
hk_1bb609f9a7381c02,3PZDLQMM00X2EFZYEDOEJYKJ8TS2CP,11.8,1634277444,Thank you for joining our study on 2023-05-02
hk_16a7a3e1b6fdc8c9,3NS0A6KXCBK512IF56TBW0F5R2NGZ5,14.97,-1625293175,Thank you for joining our study on 2023-05-05
hk_960e34e1190bdf5e,3MMN5BL1W6G48J78V2WX54UN7KZM32,9.83,-831663461,Thank you for joining our study on 2023-05-02
hk_0c3cabb33e7305e0,3QY7M81QHEYRJE8SC2M738EZNHOK7Y,1,2108514162,Thank you for joining our study on 2023-05-02
hk_40bc2210ee0e6bf9,3SUWZRL0M5P5TE2DX66CZZ1Y8AL6EG,1,1748456132,Thank you for joining our study on 2023-05-05
hk_19d591731eceb237,3II4UPYCOQJTBQ7XGK9QZM048UBQD9,11.4,1007633316,Thank you for joining our study on 2023-05-02
hk_7e724ee0f09fac37,34V1S5K3GZDOYIBWPVQQ7L0NJZU968,1,-1200754463,Thank you for joining our study on 2023-05-01
hk_6a6b915bb32ba33a,39PAAFCODTCSXNZBO93FADHYS81TVC,13.77,1306196078,Thank you for joining our study on 2023-05-08
hk_541e4480b0bb8a3a,3Q8GYXHFEWEUDCILWWQCH5NVT5LC57,1,1290717265,Thank you for joining our study on 2023-05-02
hk_31216dc94a8ff3e2,3HFNH7HEMOQWNAHOIAAY5731TWOQG8,14.14,-1702310571,Thank you for joining our study on 2023-05-02
hk_ad402df430b8934e,33LK57MYL0H8R7R606NSLEY8MB6SZT,1,-611474106,Thank you for joining our study on 2023-05-02
hk_9ea8281a48e49303,3SLE99ER0UP9ALA4PK1XVPO8AA8ZBP,12.17,-486591657,Thank you for joining our study on 2023-05-05
hk_8eb14f006dd026f1,3Y9N9SS8L5N14P1VI9XUME7TYTZ3D3,1,2111142881,Thank you for joining our study on 2023-05-08
hk_91ce90eac071694c,3CTOC39K3E2W8U2AUHMV2TEM8F67JE,1,-1432323350,Thank you for joining our study on 2023-05-01
hk_5de7b441256c6c08,3BQU611VFWWBG1DUN2T2RVRPAIH99Z,13.61,28816553,Thank you for joining our study on 2023-05-02
hk_7d8bf0d37d885fad,33FBRBDW6VBD0U1NUUXFTPXMR668C7,1,1367243565,Thank you for joining our study on 2023-05-01
hk_951418382d307486,3A7Y0R2P2V0QN981CUQTWSRA8TSJXW,1,-491827097,Thank you for joining our study on 2023-05-05
hk_a460f3063d270766,3ZY8KE4ISQFF577J759K586B53YVQX,15.12,-906227226,Thank you for joining our study on 2023-05-02
hk_c3cce43d6aecddbe,3WOKGM4L78SWRUTNPVTRVALL1J6O0O,14.62,-794868638,Thank you for joining our study on 2023-05-02
hk_11e6b816a16edf11,33FOTY3KETXVPUH2V9O0EFAEO0DC1F,1,1577957339,Thank you for joining our study on 2023-05-05
hk_07027a7a698e0518,3DZQRBDBSSR76EKDFZSJHDTT6T9S3N,14.97,-129822897,Thank you for joining our study on 2023-05-05
hk_362bb57cf5588520,3Q8GYXHFEWEUDCILWWQCH5NVXHC5CJ,6.56,-430205051,Thank you for joining our study on 2023-05-01
hk_0f2968ddb80a34b0,3J2UYBXQQSO62ONJPZ7XEAZUOEH06E,14.7,371335617,Thank you for joining our study on 2023-05-01
hk_f247eebabbf31fa0,3OVR4I9USWVGBUO4N98XWI6Y5T2Q4E,1,-474577277,Thank you for joining our study on 2023-05-02
hk_f7cf5ffc635bd3a5,3DQQ64TANNX7KK69X2ZRR5ZFKR5PW0,1,1047607314,Thank you for joining our study on 2023-05-02
hk_62da0a1d8e56fbf6,3ZY8KE4ISQFF577J759K586CKUNVQL,12.85,904696625,Thank you for joining our study on 2023-05-02
hk_607554ac014075ae,3OE22WJIGP0FSSIJ2FZF9M4T5IZUQ5,1,2015105032,Thank you for joining our study on 2023-05-02
hk_0df6224790da04ed,3E1QT0TDFWL4DXNNM4T14SVIHHR8I1,1,917759256,Thank you for joining our study on 2023-05-08
hk_e405f1891e5e335e,3X87C8JFVDNZDFQFDA4FULM5KWZSQU,1,694511130,Thank you for joining our study on 2023-05-02
hk_1f3849a89586cf7d,3R2PKQ87N3KJYMPRG53K9AWDEWLIM1,12.87,-840876335,Thank you for joining our study on 2023-05-01
hk_1b192bdaefd18f5d,3UWN2HHPU5HEAIDNXICYQRRZ634SNO,1,675880029,Thank you for joining our study on 2023-05-02
hk_c09533828fbb0364,384PI804XZDBPMLGWCA0FFVMZFNS0I,1,-1496705432,Thank you for joining our study on 2023-05-02
hk_0211360c7a5d6296,39O5D9O8704RZXVHID2J28PBGBE3CX,1,2012791015,Thank you for joining our study on 2023-05-02
hk_d411e4d13e8f4dbb,39DD6S19JWN7HOMOZB3NWXUTFTKEZD,12.65,-1349956002,Thank you for joining our study on 2023-05-05
hk_5864c5e4cf3f3b2f,3MRNMEIQWCIIKTRKOF1UI01A19KDLC,13.77,-1750688088,Thank you for joining our study on 2023-05-08
hk_a48c1ac1d6456e21,3WYGZ5XF33RD2CSK05KIYZAVDYPKSI,11.69,-763334381,Thank you for joining our study on 2023-05-02
hk_d57a48317b52adad,3EICBYG64B82KBX6LYU6IF60F7VCJE,11.48,-1531604896,Thank you for joining our study on 2023-05-08
hk_86c68321667cd5cf,3STRJBFXO33EHC5ZP5P8846HMHXTKH,11.48,1654991586,Thank you for joining our study on 2023-05-08
hk_417420464437ea7a,3WETL7AQW0K60CM233FBO2J1OLH53Y,11.49,937777103,Thank you for joining our study on 2023-05-08
hk_88063b1f6741e019,3BC8WZX3VA8NO152B0TA91RDMJURRE,1,991360025,Thank you for joining our study on 2023-05-02
hk_fb0063250e826163,3LPW2N6LK0EQZ6ZLINBCBB91ZNY5UF,15.39,1149542285,Thank you for joining our study on 2023-05-08
hk_81f92525562c8dfe,354P56DE9RFP7XL0HBV9UU594BV7SW,1,1376472061,Thank you for joining our study on 2023-05-01
hk_34dd1017667b243e,3ITXP059P3VIRSM2IKK6XKAIV4PJS5,1,44214727,Thank you for joining our study on 2023-05-02
hk_01f302a3e2b188ec,3J88R45B2NAM9KBZ77VDTODMHTXXPB,1,104282801,Thank you for joining our study on 2023-05-01
hk_aef1c01f93d52cf2,3HL8HNGX4CDKHB47QOTU1RD0A5A9F0,12.3,944696700,Thank you for joining our study on 2023-05-02
hk_4ba108a54051546c,3HUTX6F6V1Z3N4W14IX5EYE0W1B2O9,16.95,-1291014259,Thank you for joining our study on 2023-05-02
hk_2e337919cfebc655,33CID5710B5K21PNVQVI5RFY8AAL3R,1,-361190114,Thank you for joining our study on 2023-05-02
hk_fdff01d6a48cae22,3DQQ64TANNX7KK69X2ZRR5ZFBB3WP0,1,-1338461923,Thank you for joining our study on 2023-05-02
hk_084c54cd14ab652d,3LRLIPTPEXL92G6QJ5YRDZGPOLDAKQ,1,-254120089,Thank you for joining our study on 2023-05-08
hk_70390777edbfaeed,3Q8GYXHFEWEUDCILWWQCH5NVRVJC5J,1,170162986,Thank you for joining our study on 2023-05-02
hk_96a331c8a4a73f7f,3YMTUJH0DZST3AGW4D2S1NHLFNYT4S,11.98,-1539157638,Thank you for joining our study on 2023-05-08
hk_e7cdcde7fc8dde66,3DQQ64TANNX7KK69X2ZRR5ZFBIZPW3,13.67,1523288274,Thank you for joining our study on 2023-05-08
hk_8378e5cb397c0deb,3FDJT1UU7BKCWAU9O97A5O03T9V5KZ,1,479353640,Thank you for joining our study on 2023-05-01
hk_62dcf0f7b17133af,3IJXV6UZ14VAV22JLDZ1V9QMTOPRIK,13.88,1527938793,Thank you for joining our study on 2023-05-02
hk_7aea30fe236c42e6,3YW4XOSQKXXRBOY2H0908LWKJM81UY,14.7,-919344060,Thank you for joining our study on 2023-05-01
hk_1f19acdd4b8285f1,3HMVI3QICQ48SXI7R16PB62XFDPY15,13.7,2080347686,Thank you for joining our study on 2023-05-01
hk_205c8a3c7bd9b503,3A7Y0R2P2V0QN981CUQTWSRAAJVJXH,15.39,-848747535,Thank you for joining our study on 2023-05-08
hk_f8f1236f0b54a7b3,3M68NM076OJU2I7IJCQCY60HO6ZR6H,6.42,1505090916,Thank you for joining our study on 2023-05-15
hk_7b6740ad592d7904,3RKNTXVS3TAOOEHNYDBB6IRTSZNA41,7.84,-1510961520,Thank you for joining our study on 2023-05-15
hk_04c743031f139872,39LNWE0K4182BUU0P7U60KD6318IUP,1,-783700525,Thank you for joining our study on 2023-05-15
hk_a3a50d231ba7792b,3TVSS0C0E8C5CCZGEJ8BWF0CZI6TWR,4.31,-691282938,Thank you for joining our study on 2023-05-15
hk_1ff73142ff4c7e71,32VNZTT0AEGGNV340OXX18G3R7UR4G,4.55,-503401313,Thank you for joining our study on 2023-05-15
hk_9dec759cf086fba1,31JLPPHS216S8MSK8IBAX8JS2H13OF,2.23,1403725541,Thank you for joining our study on 2023-05-15
hk_2162ac810add6146,3TPWUS5F8GDOQVX5SXDL7508BW4WC9,7.73,566478104,Thank you for joining our study on 2023-05-15
hk_80bf3a0596442f27,3MHW492WW7POKS9RFC23OZM6Y00MVZ,7.76,-2142787879,Thank you for joining our study on 2023-05-15
hk_3a6536338fd664e9,3ZY8KE4ISQFF577J759K586B80XVQT,6.61,-1068973810,Thank you for joining our study on 2023-05-15
hk_332d414d28e3a29d,3ON104KXQR8LVRKQZI73O7OKI75W4P,1,-1353368573,Thank you for joining our study on 2023-05-15
hk_9a18f95e4cc1f906,3WETL7AQW0K60CM233FBO2J1INP352,1,1548257958,Thank you for joining our study on 2023-05-15
hk_8dace74a79a2bf9c,3CN4LGXD540PKWFQEJPR9490R2WY4P,4.52,-1878127812,Thank you for joining our study on 2023-05-15
hk_a2907f87916ff54f,39OWYR0EPR3ZICCFY0LA086RGV3FYY,4.47,856091236,Thank you for joining our study on 2023-05-15
hk_87e2b50fea6164bc,3IKZ72A5BBS56D81RYCZJS8KILTFNS,7.68,130027671,Thank you for joining our study on 2023-05-15
hk_45bde6737f0ac057,36WLNQG786MBZQJ8TXNKAFNQM74BE6,4.53,-565747303,Thank you for joining our study on 2023-05-15
hk_d62293bc082e0f38,3EJJQNKU9YHAZ7RZFVHGVXP70U5HRL,1,348728921,Thank you for joining our study on 2023-05-15
