task,Conceptual-Behavioral,Type 1 (Planning),Type 2 (Generate),Type 5 (Cognitive Conflict),Type 7 (Battle),Type 8 (Performance),Divisible-Unitary,Maximizing,Optimizing,Outcome Multiplicity,Solution Scheme Multiplicity,Decision Verifiability,Shared Knowledge,Within-System Solution,Answer Recognizability,Time Solvability,Type 3 and Type 4 (Objective Correctness),Conflicting Tradeoffs,Solution Scheme Outcome Uncertainty,Eureka Question,Intellectual-Manipulative,Intellective-Judgmental,Creativity Input,Type 6 (Mixed-Motive),PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,cluster,synergy
Moral Reasoning (Disciplinary Action Case),0,0.12,0.24,0.88,0,0.16,0.16666666666666666,0,0.08,0.04,0.08,0,0,0.84,0.08,0.125,0.04,1,0.5714285714285714,0,0.012,0.108,0.404,0,-1.7203686896107397,-0.4294704543054335,-0.9281867311543093,0.34310629197359427,-0.10421641963938602,0.2677302021679845,0.42461652669499517,0.19437428437305768,0.1552956010451665,-0.08081446434810818,-0.0037062830107810344,-0.05817089824290417,-0.01345724060706855,-0.1608278537554574,-0.07858907755180192,-0.005497535601358499,-0.07125292138437696,-0.03363410083739869,0.02520621007073607,0.030235034852558268,-0.018559008634666956,-9.019887930906342e-4,0.021981077623714616,0.02670590532561876,2,1
Word construction from a subset of letters,0,0.18181818181818185,0.9545454545454546,0,0.2272727272727273,0.04545454545454545,0.8636363636363636,1,0.13636363636363635,0.4090909090909091,0.2272727272727273,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.8181818181818182,1,0.8636363636363636,0,0.47619047619047616,0,0.04090909090909091,0.9181818181818182,0.5909090909090909,0,0.4614683832977905,-0.915496321701017,0.09412419093222565,-0.7815456968686126,-0.07050585593547355,0.21931723648431997,-0.48267343489589654,-0.22686117103210585,0.28980103091424947,0.11109074968439976,0.04503256432772173,0.13579132394756432,0.2037311081148475,-0.11328969603261221,0.0240744084309484,0.07237326177491918,0.11173205485727618,-0.07447871369898386,-0.048372541442424526,-0.009609650539806476,-0.08447123883348971,-0.008264013847726098,-0.06122947281461338,-0.003278250519604423,3,0
Carter Racing,0,0.25,0.25,0.375,0.125,0.8333333333333334,0.20833333333333337,0.25,0.9166666666666666,0.9166666666666666,0.375,0.875,0.4782608695652174,0.625,0.7916666666666666,0.9166666666666666,0.9583333333333334,0.7916666666666666,0.9166666666666666,0.3333333333333333,0.04166666666666667,0.825,0.4083333333333333,0,0.30804445337107345,0.6303339595667677,-0.623331110222506,0.16940553981767703,-0.2061864016851755,0.06565763980956463,-0.07694552879740746,-0.2959715346085056,-0.2122593673023478,-0.16725519539099815,-0.09296556842361779,0.07354006045089587,0.07561617713917491,-0.15886301650896784,0.0977078353850479,-0.08958098263899467,0.031749494425454605,0.0027893740139445606,-0.011741090811223522,-0.0849075628451431,-0.13842533078652494,-0.08141261888360093,0.04623653403968691,2.054375991680014e-4,3,0
Guessing the correlation,0,0.03846153846153846,0,0.07692307692307693,0.19230769230769232,0,0.12,0.4615384615384616,0.8461538461538461,0.9230769230769232,0.6538461538461539,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.7307692307692307,1,1,0.03846153846153846,0.6538461538461539,0.1153846153846154,0.01153846153846153,0.9730769230769232,0.14615384615384616,0,0.9016519466535283,-0.031995015529819024,-0.0078119609273272494,0.34540768373695707,0.11923109832405332,-0.005233004036133894,-0.0404540520003151,0.2623586221724715,0.21894209249565483,0.2087645837861286,0.08012995893866957,-0.03816188699362194,-0.055947642289511955,0.11245253752137067,-0.024945616972108748,-0.014969111719570431,-0.09812624193567195,-0.014905769459663664,-0.07758917652736266,0.01282752369743073,0.003895438325689147,-0.0023574359874896055,-0.045106761015508486,0.02170356760040915,3,0
"Wolf, goat and cabbage transfer",0,0.75,0.3333333333333333,0.08333333333333333,0.20833333333333337,0.75,0.08695652173913043,0.375,0.7916666666666666,0.625,0.4166666666666667,1,0.875,1,1,0.9583333333333334,1,0.3333333333333333,0.20833333333333337,0.875,0.06666666666666667,0.95,0.6333333333333333,0,0.7011281752719299,0.3810485755539631,-0.8034987244616963,-0.6786490214926405,0.054082282824739675,-0.24833801567444472,-0.2824459687937994,0.23825840683960356,-0.38356152099426893,0.21062303232062674,0.11883915927722684,-0.10701515030433861,-0.040864415007596105,-0.03689341718472527,0.09670111570145379,0.2536820006456596,-0.03240825891720444,0.04418047575642907,-0.017837484492205936,0.10804790893945218,-0.06467611641083605,0.03257296104382775,0.010333720054700068,-0.017938108230741472,3,0
Room assignment task,0,0.375,0.125,0.13043478260869565,0.25,0.125,0.08695652173913043,0.5416666666666666,0.7083333333333334,0.875,0.375,0.9583333333333334,0.9166666666666666,0.9166666666666666,0.875,0.9583333333333334,0.9583333333333334,0.7916666666666666,0.875,0.125,0.05,0.9708333333333332,0.325,0,0.5309020176332092,0.25630389771057605,-0.07777647024379347,0.06678226459697834,-0.5826058429837087,-0.03947345569581449,-0.0379080860627915,0.15702570079215983,-0.00797321350756465,0.08601281717123176,0.061089958856454796,0.016852914106159946,-0.010890910126026953,0.02394884077282281,-0.07126911375369042,-0.040318729524281005,0.06123413452088018,-0.08827274185594336,-0.02481976085880335,-0.07862747700119524,0.054563276432699565,-0.01764258186101455,-0.036244903089717666,0.017056690690502713,3,0
Arithmetic problem 1,0.04166666666666666,0.4583333333333333,0.125,0.125,0.16666666666666666,0.04166666666666666,0.16666666666666666,0.4583333333333333,0.9583333333333334,1,0.4583333333333333,1,1,0.9166666666666666,0.875,1,1,0.5,0.6666666666666666,0,0.05416666666666667,0.9833333333333334,0.16666666666666669,0,0.8133591206825579,0.22665550125300413,-0.06701796792549805,0.11968388993246484,-0.31391844475336844,0.13063637895516558,0.07766458590615789,0.16247653321133249,0.010395370351558384,0.32785267570709103,0.07073237140879392,-0.004293832185538277,-0.05231494108715048,0.16305522564909428,-0.16077496581139067,-0.03734899255239115,0.1444780325927789,-0.09104367340039535,-0.023643663634646678,-0.04157645459950486,-0.030136549827580957,-0.006921878939688361,-0.021328881904419672,0.026732993576947015,3,0
Space Fortress,0.3333333333333333,0.08333333333333333,0,0,0.375,0.04166666666666666,0.4782608695652174,0.875,0.2916666666666667,0.2608695652173913,0.125,0.6956521739130435,0.5454545454545454,0.9090909090909092,0.8181818181818182,0.7727272727272727,0.7727272727272727,0.4583333333333333,0.5416666666666666,0.08695652173913043,0.39583333333333337,0.7166666666666667,0.2916666666666667,0,6.481407416532581e-4,-0.5690289392058314,0.13864499170043362,-0.3171694318851408,-0.15619904850233035,-0.2724769370558363,0.320205606640086,0.0157245079859799,-0.03247015828298784,-0.24005109538299407,-0.012752081565875501,-0.1373892425472185,0.009855307386256321,0.22535949096108743,0.15056828110914208,-0.07809647179325295,-0.05756501258125223,-0.09668934526046086,-0.012629597533035317,0.05231461650685572,-0.03523191925818944,-0.04245200832896667,0.04965565163780341,-0.007320898555789615,3,0
Visual Oddball Target,0.12,0,0,0,0.08,0.76,0.04545454545454545,0.24,0.8,0.96,0.7916666666666666,1,0.68,0.96,1,1,0.96,0.2,0.7272727272727273,0.2,0.236,0.916,0.08,0,0.8879437981643759,0.3957083813736607,-0.3739311693323726,0.2750682006094729,0.33373168021242827,-0.2407406898250337,0.13440590040841816,0.09159734960492769,0.047225895736566395,-0.26433693661902363,0.008712527617555893,0.2598001057709324,0.1778935698380937,0.06198792216520986,0.03869354083066028,0.04632444827629967,0.061868192113951045,-0.034275631341346965,0.020951910303510034,-0.03825031100265506,-0.018521500382408598,0.006873529941465201,7.328513954252009e-5,-0.0427829648559421,3,0
The N light bulbs game,0.04347826086956521,0.17391304347826086,0.04347826086956521,0.04347826086956521,0.17391304347826086,0.04347826086956521,0.17391304347826086,0.4782608695652174,0.30434782608695654,0.9545454545454546,0.2608695652173913,0.782608695652174,0.9565217391304348,0.6956521739130435,0.5652173913043478,0.7391304347826086,0.9090909090909092,0.6086956521739131,0.9565217391304348,0.17391304347826086,0.10869565217391304,0.9217391304347826,0.1956521739130435,0,0.28922603616927645,-0.070874361762096,0.051473339102703214,0.3056840466196769,-0.4588489064495139,-0.17384848437178288,0.05749016486409084,0.14037600405475154,0.09408917487179866,0.19666600878386303,0.06400606356762342,0.12831607454830377,-0.017004987577895904,-0.2311919317553509,0.23226755067156574,-0.0981498995196042,0.10193201436334043,0.11217453159839076,0.14949855678542712,-0.012627042060171097,0.052973192407563374,-0.037641666200039496,-0.04120629187083809,-0.01859169179497713,3,0
Word completion given starting letter,0,0.04166666666666666,0.7083333333333334,0,0.125,0,0.782608695652174,0.9583333333333334,0.08333333333333333,0.4166666666666667,0.25,0.9583333333333334,0.9583333333333334,0.9166666666666666,0.7916666666666666,0.9166666666666666,0.9166666666666666,0,0.375,0,0.05,0.9125,0.4291666666666667,0,0.47831387237957457,-0.9232848619778808,0.13446788875150587,-0.6306061011912834,0.01876365762272067,0.14692576731944518,-0.2812545568545396,-0.0741463790167541,0.3293862310021573,0.08973079988467349,-0.07954688873000183,0.1325247721991147,0.08942035936456223,-0.17049695543622478,0.08472641215475105,0.028460569770294576,0.11085963494501762,-0.0529247235024901,-0.0663353202718523,0.06651571506524584,-0.024470164553625422,0.005279275995662736,-0.026739269910362497,-0.0018032969585520093,3,0
Railroad Route Construction game,0,0.2962962962962963,0.03703703703703703,0.03703703703703703,0.2222222222222222,0.9629629629629628,0.28,0.38461538461538464,0.3703703703703703,0.2222222222222222,0,1,0.8888888888888888,1,0.9629629629629628,0.9629629629629628,0.8888888888888888,0.5185185185185185,0.2222222222222222,0.07407407407407407,0.11111111111111112,0.8703703703703703,0.3851851851851852,0,0.3236799970178157,0.09121866245227278,-0.6200738172400381,-0.7665897858626876,-0.06219995086404082,-0.4354752601519799,0.22616138034715055,-0.04675158712417089,0.25782618728427803,-0.09342475368349605,-0.33060930097682056,0.26336678971325844,-0.1860663741644611,0.11978629125148267,0.021722883683597274,-0.04094847274065089,6.153225108128028e-4,0.0689335215121728,0.00982805419360454,0.036865510461397036,0.016123731603218106,0.026485000255369495,-0.007185869811901995,-0.012267471575640464,3,0
Allocating resources to programs,0,0.44,0.36,1,0.04,0,0.24,0.16,0.16,0,0.04,0.04,0.04,0.6956521739130435,0.08695652173913043,0.16666666666666666,0.08,0.96,0.36,0,0.036,0.196,0.48,0,-1.6752362681817239,-0.506021487545917,-0.8879769791429979,0.1252181464226844,-0.176473378578554,0.41657476070571736,0.36596687967699315,0.14973681521220922,0.013162388655541202,0.1720791738163751,-0.07998017324328033,-0.2896490051324873,-0.05600610559118192,-0.0786838204968376,-0.09486276965181739,0.13283666156432383,0.06008549451957827,-0.025880611551712757,-0.0492944321587511,0.013072906448209997,-0.05679025094504943,-0.009786052699655295,0.009775967015537183,0.001425388201932018,2,1
Game of Clue - Terrorist Attack,0,0.12,0.12,0.12,0.48,0.12,0.6666666666666666,0.96,0.84,0.9583333333333334,0.32,0.96,0.56,0.96,0.88,0.88,1,0.64,0.84,0.2,0.044,0.976,0.26,0,0.5998159802571633,0.00540826403562239,0.26227873542139313,-0.044598930895395725,-0.34456215577311816,0.1504763759186651,9.499464410216707e-4,-0.2964189451025651,-0.16493550252227973,-0.2665953328350464,0.14945694213388055,-0.2435170902049186,-0.13147959658781544,-0.10944599657451833,-0.158724978212785,-0.1326004895256528,-0.12156372383110821,-0.05792917478639624,0.03399803729736543,0.03678628052601502,-0.03090523407927295,-0.01811939717502073,-0.023103375578369587,-6.064945938817528e-4,3,0
Word completion given part of word,0,0,0.25,0,0.16666666666666666,0.04166666666666666,0.8695652173913043,1,0.4782608695652174,0.75,0.3333333333333333,0.9583333333333334,0.9166666666666666,0.9583333333333334,1,1,0.9565217391304348,0,0.16666666666666666,0.08333333333333333,0.04166666666666667,0.9458333333333332,0.3333333333333333,0,0.8568081437379887,-0.6435590058551542,0.19944742524829914,-0.5460194710334294,0.2177611564769453,0.20507763719556482,0.025703251866173473,-0.050589722810685626,0.12097310376360117,0.01241411218985635,-0.0329387960533625,-0.08655980613216613,-0.19304693255976055,-0.13173121033570437,-0.005499022708482956,-0.08797881107541229,0.0010577992379555254,-0.04974774678830317,-0.015559201116157155,-0.06896897207743509,0.04976695480965433,-0.004485010319367343,0.01847086911532137,0.02738700502144155,3,0
"NASA Moon survival",0,0.25,0.375,0.7083333333333334,0.04347826086956521,0.04166666666666666,0.13043478260869565,0.2916666666666667,0.7083333333333334,0.875,0.3333333333333333,0.875,0.2916666666666667,0.75,0.5217391304347826,0.5652173913043478,0.875,0.5416666666666666,0.9583333333333334,0,0.08333333333333334,0.7416666666666667,0.4791666666666667,0,-0.08722449421987921,0.080108531393395,-0.39614385531107665,0.5057610607479732,-0.2767204206289666,0.5557236402044553,-0.17868377007241282,-0.06383269670818079,-0.029219399619302894,-0.01032973465609946,-0.024037738069310317,-0.10513335786054093,0.09856308908610845,0.11309290284441471,0.10450282675877651,-0.007662642303048563,0.1566502731286585,0.042635047426172926,-0.027712828954654004,0.17298671260077605,0.0998518927190195,-0.008355333531654966,0.0019523638804646408,-0.020252023129157682,3,0
Image rating,0,0,0,0.20833333333333337,0.20833333333333337,0.08333333333333333,0.2272727272727273,0.625,0.8333333333333334,0.875,0.5833333333333334,0.7916666666666666,0.16666666666666666,0.5416666666666666,0.25,0.5,0.5416666666666666,0.08333333333333333,1,0,0.04583333333333334,0.55,0.24583333333333335,0,-0.05180578377006548,-0.27484776311796655,-0.030486285465329166,0.8843044504113236,0.2830005340650009,0.08462878983952894,-0.13106506514318622,-0.2129564684617035,-0.21468268987934158,-0.04351846276630277,-0.03860254400974012,-0.139355059212843,0.0023532769412178797,0.1270204011946544,-0.13178642520102093,-0.09418410095745444,-0.05911756579821851,0.2184915693389568,0.04487182829637607,-0.010182070582966201,-0.05920422633787546,0.14692127137023647,-0.002858818933453141,0.00919475931057619,3,0
Estimating Factual Quantities,0.04347826086956521,0,0,0.08695652173913043,0.13043478260869565,0,0.5217391304347826,0.6956521739130435,0.8260869565217391,0.9130434782608696,0.7272727272727273,1,0.6666666666666666,0.4782608695652174,0.6956521739130435,0.9130434782608696,1,0.13043478260869565,0.9090909090909092,0,0.0391304347826087,0.9608695652173912,0.09130434782608696,0,0.756166475591108,-0.18761842337819054,0.27293861677126086,0.5340548838780171,0.08611347066769706,0.11484495767655375,0.016432131656305596,-0.23734146673775358,-0.08480865659038088,0.09456321825792542,-0.15536500110810444,0.012571900956895372,-0.0031213118714793057,-0.03829255681831794,0.053050426086568285,0.025452447051484917,-0.03505603430777785,-0.027800865922294263,-0.17474643805329484,-0.07137144907423065,-0.045941682470730605,-0.005367283421874466,0.005737688301955046,0.042975357664918605,3,0
Run a mini business,0.04347826086956521,0.34782608695652173,0.04347826086956521,0.2608695652173913,0.08695652173913043,0,0.3181818181818182,0.782608695652174,0.08695652173913043,0.13636363636363635,0.09090909090909093,0.7391304347826086,0.782608695652174,0.9545454545454546,0.5909090909090909,0.7391304347826086,0.6956521739130435,1,0.8695652173913043,0.04347826086956521,0.11304347826086956,0.7130434782608696,0.3608695652173914,0,-0.34657239320844935,-0.3617667493869826,-0.012141932606654499,-0.23524475934620886,-0.7828746055442429,-0.10824797947130156,0.21673040876499983,0.22738867769082247,0.06567086131115686,-0.03090617711783781,-0.23199794803635876,0.10935099036457918,0.07997183619234177,-0.056555733631588334,-0.012887100148756476,0.022879173090720614,-0.1782568333399012,-0.004829619841372901,-0.0739970382600055,4.580471992093136e-4,0.0608770560805179,0.07084021598148046,-0.009863244697887234,0.0240225841167475,1,1
Recall videos,0,0.04347826086956521,0,0,0.08695652173913043,0.04347826086956521,0.2857142857142857,0.7391304347826086,0.4782608695652174,0.8695652173913043,0.6521739130434783,0.9130434782608696,0.3181818181818182,0.9565217391304348,0.9565217391304348,1,0.9565217391304348,0,0.6956521739130435,0,0.06956521739130435,0.917391304347826,0.08260869565217392,0,0.6820306358640852,-0.30796507715006266,0.1813559551084947,0.27380132900446724,0.2115169485483875,0.11256767430656059,-0.004156235718124984,0.17596802821752283,-0.010287164059272214,-0.3800286554318865,-0.0688211204105878,0.10394253247293203,-0.1374254543713048,0.15905566980667554,-0.006187456269442525,0.23516358277256932,0.06314197634565877,-0.003378125048179464,0.03616228692182865,-0.022414732396962345,-0.04924865684371292,-0.06049196005520844,-0.05999998450124928,-0.014187791175848423,3,0
Search for Oil Task,0,0.21739130434782608,0.08695652173913043,0.04347826086956521,0.30434782608695654,0,0.47619047619047616,0.7391304347826086,0.5454545454545454,0.782608695652174,0.43478260869565216,1,0.7391304347826086,0.782608695652174,0.8695652173913043,0.9565217391304348,1,0.391304347826087,0.6818181818181818,0.04347826086956521,0.05217391304347826,0.9391304347826088,0.11304347826086956,0,0.6198616496742094,-0.19325469113403648,0.21956718138579337,0.019373067616457934,-0.21305417226024306,0.019427830316810907,0.06885639737806343,-0.05392118561164547,0.03401552630162088,0.0017732119010123379,-0.02491460904477969,-0.003749360545594889,-0.16358511920307217,-0.010115334492871811,-0.011826807835962152,0.09984797683439793,0.0698276176628634,-0.05582587717968522,-0.06944974949959398,-0.007201968790207883,-0.04827031240339805,0.025405950252694494,0.01947730190726492,0.010245924573422539,3,0
To evacuate or not to evacuate,0,0.07692307692307693,0.07692307692307693,0.15384615384615383,0.2307692307692308,0.36,0.08,0.19230769230769232,0.48,0.76,0.4230769230769231,0.8076923076923077,0.24,0.4583333333333333,0.44,0.48,0.6538461538461539,0.8076923076923077,1,0,0.03846153846153846,0.6269230769230769,0.17307692307692307,0,-0.31218897954490044,0.11434286277424918,-0.31419405360520014,0.6925245365482413,-0.19805631101921,-0.17405853760891882,0.08499787697803113,-0.1993499152886794,-0.0859004458854045,-0.15485644987422742,-0.04499086788327506,0.19536780684970315,-0.09593710575610431,-0.11996999949550027,0.01728582210239877,-0.0596151339958822,0.2438121156003777,0.04331747069821215,-0.06547813794497157,0.04429071916795949,-0.02070220631306696,0.06896071938273354,-0.004673572514824593,0.018826459026851972,1,1
Estimating geological metrics,0,0,0.04347826086956521,0.17391304347826086,0.3333333333333333,0.04166666666666666,0.2727272727272727,0.5,0.75,0.9166666666666666,0.5,1,0.875,0.375,0.6666666666666666,0.9166666666666666,1,0.04166666666666666,0.9166666666666666,0.04347826086956521,0.04583333333333334,0.9708333333333332,0.125,0,0.7016192438300812,-0.08106468474145656,0.12491787734585533,0.5404620509517747,0.01291357343379304,-0.06388607121972836,-0.12206260135641354,-0.2336568697715578,0.17396187966745486,0.2885915891423646,-0.1275095651062775,-0.06977971723168769,-0.0810914172175472,0.033606404352624096,0.25069218354856904,0.009155268242206936,0.01922099992236859,-0.02660130579149761,-0.04762465836147179,-0.06800411767809214,-0.03400323545644475,0.020871528727461668,0.03895279444324133,0.005030503553635305,3,0
