WorkerId,AssignmentId,BonusAmount,UniqueRequestToken,Reason
hk_0f2968ddb80a34b0,3J2UYBXQQSO62ONJPZ7XEAZUOEH06E,5.55,1258809546,Thank you for joining our study on 2024-04-19
hk_7bd2fabc340286f7,3UN61F00H31YJE74ETG760MI2YRR5Q,5.41,-1791314468,Thank you for joining our study on 2024-04-19
hk_1e7746bf05584f37,3L70J4KAZNY1OA0GROC49MLZ1FYDA1,3.18,137955799,Thank you for joining our study on 2024-04-19
hk_589c6e02bf8a1fc9,3OVHNO1VEDD2PI8O3GS3QFC8ABLZDQ,4.85,-1974404365,Thank you for joining our study on 2024-04-19
hk_b9cc8fdc2c9b952f,3GM6G9ZBKU997052AH2ONHYL167MTO,1.85,2026791690,Thank you for joining our study on 2024-04-19
hk_e34ae94553ddda2b,39U1BHVTDS38LEXS4ZX9RIPF1Y33T4,7.02,1749969286,Thank you for joining our study on 2024-04-19
hk_33c5129e156f9c9d,3SKRO2GZ783D8STQNM5Y2YNMKT8K1H,7.81,-2045425814,Thank you for joining our study on 2024-04-19
hk_c9192a7a129772ec,3H8DHMCCWGN70N923FPT30OV88SKDN,7.53,-477727380,Thank you for joining our study on 2024-04-19
hk_cf9145cc858d96f9,323Q6SJS8PSDWHMQO0HME8BOQLLHF4,7.36,1149081101,Thank you for joining our study on 2024-04-19
hk_5e13e0018b9db64b,3NJM2BJS43IY6M04GBZQFBSCIA2PCU,7.9,1079191276,Thank you for joining our study on 2024-04-19
hk_48cc67056010a0ee,3B837J3LDV8ZPG5FQPTFZBW98YDRSS,8.53,71130792,Thank you for joining our study on 2024-04-19
hk_acedf5fa05ee1261,3V5Q80FXI43E1F3FLKDDQVGPYPT23J,8.08,-1157413378,Thank you for joining our study on 2024-04-19
hk_829f12e55321816d,33OOO72IVOXWYETBXS8AKLT9CAKCTI,8.01,-1521073643,Thank you for joining our study on 2024-04-19
hk_748ccead51648a4f,31Z0PCVWURRQMXYF6B0Z4Z1V7UCT7B,7.64,-530000228,Thank you for joining our study on 2024-04-19
hk_8e75bfe977294535,31HQ4X3T3ZMOMIA2L5WJDZNAZO3SLF,7.24,-959960284,Thank you for joining our study on 2024-04-19
hk_e1f6e30027987275,3QAVNHZ3ETGKMMO845ASSZT4DTMLAO,3.03,-653662146,Thank you for joining our study on 2024-04-19
hk_6ceb1192e569e2d7,3SBEHTYCWUFJS3E5Z8RV35JJZ4OIYM,3.11,-973237197,Thank you for joining our study on 2024-04-19
hk_664d09838dcfc0ac,3TVSS0C0E8C5CCZGEJ8BWF0CWTBTWF,2.28,1791896181,Thank you for joining our study on 2024-04-19
hk_291a15426d09bae6,3483FV8BELVDYYQX4MBBXYS9ERV62L,2.1,2128686560,Thank you for joining our study on 2024-04-19
hk_b4b40604ca1ae17b,37XITHEIS3LJIZGJT33FK6SRL7FCRU,3.33,1707457303,Thank you for joining our study on 2024-04-19
hk_3bbe1af6ea049d8a,39K0FND3AOR4S46T4HB7SC8TCAIMAK,4.03,-1810693915,Thank you for joining our study on 2024-04-19
hk_2830d619d0e6c4e4,31LM9EDVOS4LBFUXAO3KYQ0CBFMJNL,3.38,486413198,Thank you for joining our study on 2024-04-19
hk_61bdce7b8048820b,3KIBXJ1WDC6Y4K0RTO39EU0UERXKOU,2.87,-666175625,Thank you for joining our study on 2024-04-19
hk_f9b0889a5e68fbcd,3X4MXAO0BN0SWXMOAU3GW0ZUC7XRWL,1,-1565038930,Thank you for joining our study on 2024-04-19
hk_8df59d131383b320,3ZPPDN2SL28SBX4BVD9OJ9S0ZUA9EE,1,-1531613598,Thank you for joining our study on 2024-04-19
hk_2ada847b2622bff8,3OSWBBLG1L9DKN892Y4ITUWX5VTXD4,1,-885973032,Thank you for joining our study on 2024-04-19
hk_ab0612b7906482b6,3P59JYT76SWJ0W190ZJ488KNVAZT2V,1,1465451365,Thank you for joining our study on 2024-04-20
hk_626d4bc2c70730b3,392CY0QWG833UW0LA13ONGFCE90I4Y,1,-995208741,Thank you for joining our study on 2024-04-20
hk_feb175df796f794f,3NXNZ5RS1H972IP185VIDZ0JCJR970,1,-52643730,Thank you for joining our study on 2024-04-19
hk_8b1716eb46c33766,3MMN5BL1W6G48J78V2WX54UOJFU3MI,6,645458377,Thank you for joining our study on 2024-04-20
hk_8c4d9e9d5718a594,30BUDKLTXK79AA2ZSNW77TNYD3ME5X,6,-1042061936,Thank you for joining our study on 2024-04-20
hk_b7d1846cc79da647,3Q5ZZ9ZEVVRS19S8FKA7FJRC1J6588,1,1299902522,Thank you for joining our study on 2024-04-20
hk_9dec759cf086fba1,31JLPPHS216S8MSK8IBAX8JS2H13OF,1,-2003767839,Thank you for joining our study on 2024-04-20
hk_f42fa34f910959e8,3EKVH9QME5GCJ75CE9JP3421SQHD26,1,1704469462,Thank you for joining our study on 2024-04-20
hk_d66eb3b68d2bba77,3DIP6YHAPJ4SXSL1QL3AJDXPE0H8E0,1,1989443649,Thank you for joining our study on 2024-04-20
hk_0a621f780afd9163,386PBUZZXM9VNFRCYBN5LYWN34VLJV,1,-1743800954,Thank you for joining our study on 2024-04-20
hk_befd10430707349e,3Z2R0DQ0JOQHBDJCA4U99MKMSWB2E5,6,-394693481,Thank you for joining our study on 2024-04-20
hk_1c98787200c5c778,3M23Y66PO9J63X7VY1QHOG5D9RZS6O,1,-677049112,Thank you for joining our study on 2024-04-20
hk_48bf7d9b1659a0f3,392CY0QWG833UW0LA13ONGFC6PJI45,6,-1173009781,Thank you for joining our study on 2024-04-20
hk_902a88d391a7a6d3,39PAAFCODTCSXNZBO93FADHYRUKVT4,1,2063683454,Thank you for joining our study on 2024-04-20
hk_c0c36c1f3930e363,3FTYUGLFS1X4I4OZWSLN1B5D9ZG5D2,6,1399236817,Thank you for joining our study on 2024-04-20
hk_9688d8bf64deb6a6,3IHR8NYAMEDVBINPNWT8WDGONNG4P4,1,866861949,Thank you for joining our study on 2024-04-20
hk_c2ddf799d482d19c,3PH3VY7DJS91YO8FKBXTI31THKNZWH,1,-525286381,Thank you for joining our study on 2024-04-20
hk_4b9bc922eae9a182,35GCEFQ6IC047Q6RARMRD6QWQ0VZ32,1,438058582,Thank you for joining our study on 2024-04-20
hk_7d49fd434945a0d0,38JBBYETQVMRERYZEIDX21HKGLJE4F,1,995301823,Thank you for joining our study on 2024-04-20
hk_d24006ca183d7b77,3PIWWX1FJQIPSP3CVQBS5JJV2AUJJO,1,-321324041,Thank you for joining our study on 2024-04-20
hk_abf7a04b573d025f,3SKEMFQBZAHVJSDBM7EDH8AUVDJK8V,6,818369521,Thank you for joining our study on 2024-04-20
hk_d20158351a814ac8,33IZTU6J88DJMCRRZOZ7OTIX9CTXSJ,1,-1908853673,Thank you for joining our study on 2024-04-20
hk_629a2ae22cc53014,3RWE2M8QWOME99TBOGTEGLLGH0DN08,6,-781073106,Thank you for joining our study on 2024-04-20
hk_52140f34c77ee90a,3H8DHMCCWGN70N923FPT30OVJEHDKS,6,-1328530180,Thank you for joining our study on 2024-04-20
hk_b3de5491fb37ca86,3SNLUL3WOBZ41V26AARJS05YNETLUI,1,-1741466275,Thank you for joining our study on 2024-04-20
hk_304ce2af7b758de4,3DUZQ9U6ST0RINMWZ9YP08LCWMNVSP,6,1864656328,Thank you for joining our study on 2024-04-20
hk_900f373846c2cc95,3TE3O85737K6KHOHWAE98TJ5HR42R7,1,729019217,Thank you for joining our study on 2024-04-20
hk_ef7e534eb9e1676f,38SKSKU7R89ZS476GT259XHNR13LI5,7.5,399357094,Thank you for joining our study on 2024-04-22
hk_f9c25b5a06abbae8,3VNXK88KKJU9D8QXQ3YYJDGMZQAV95,7,-1869361848,Thank you for joining our study on 2024-04-22
hk_7ee5842df6f7aaef,3TAYZSBPLSKILWOUBZEEY3O1Y5J2SA,1,-116073178,Thank you for joining our study on 2024-04-22
hk_491948b35d90ec5d,3BF51CHDT2MMZD70LIY1B1OKNM90H5,8.5,262735535,Thank you for joining our study on 2024-04-22
hk_be8503927e35bd0f,3X4JMASXCTLC804ELQO5PQLMS950BQ,8,-663313627,Thank you for joining our study on 2024-04-22
hk_21192fd368296e57,37Z929RLGGKC5VI7UEYAZQXRU01TSU,7,1093791470,Thank you for joining our study on 2024-04-22
hk_cd13382d4dbfcf21,35L9RVQFCVU2FZJGJPCL08CR376HUA,1,-1840936484,Thank you for joining our study on 2024-04-22
hk_b135e85da677f967,3EA3QWIZ4P7NBHFBP24WVOR4K6AIT9,6,2113172249,Thank you for joining our study on 2024-04-22
hk_5f6db7e39a5fed08,3A7Y0R2P2V0QN981CUQTWSRAAGKXJE,7,271934760,Thank you for joining our study on 2024-04-22
hk_db96d5a0330f4f75,3LJ7UR74ROPV8XBC7HGGSOBTQ4HN4O,5.75,1144098235,Thank you for joining our study on 2024-04-22
hk_0940f3e558ebac25,3PPTZCWALXWWERCT82YNQEJ7WA7ZQZ,8.5,-808578651,Thank you for joining our study on 2024-04-22
hk_13aae72ba0d7cf08,37U1UTWH92YH6WQ6CRNAIKW8SH68RV,8.5,-526103449,Thank you for joining our study on 2024-04-22
hk_6a2d47b9896b80b4,34YB12FSQ5052VJWQH3HOYJW9XQMGA,8,-1103539389,Thank you for joining our study on 2024-04-22
hk_4f6cf99ef5796477,30JNVC0ORGWAN6CZ2GSGQ7F23OXQHI,1,-1388947870,Thank you for joining our study on 2024-04-22
hk_b665b907ac8a999e,3LKC68YZ3HFPZKU8I2MC25UP2A4WOP,7,-1613789107,Thank you for joining our study on 2024-04-22
hk_48fdf0654566bed0,3IRIK4HM3HWQWGIZ1F0H9B1VV1V6CO,8,-1324046152,Thank you for joining our study on 2024-04-22
hk_d1a8712f9c639363,3H7Z272LXEJR9QUATOSPIUIZKLXPL3,6,153266453,Thank you for joining our study on 2024-04-22
hk_9292e44364e282ca,3SPJ033428FFNEYBHQCVF6YKNMRJYW,7,-160189658,Thank you for joining our study on 2024-04-22
hk_982423e8f741d69d,3V5Q80FXI43E1F3FLKDDQVGP4HJ23Z,6,-923584767,Thank you for joining our study on 2024-04-22
hk_de1c5626ef93aeb3,39GAF6DQWYCRO3N2MQJ547Y37TIV1S,8,-403754879,Thank you for joining our study on 2024-04-22
hk_2d68b444f02aa485,3AAJC4I4FN4FS48GDCEETD7LJBRJZX,6.5,-1018846797,Thank you for joining our study on 2024-04-22
hk_8b9a56222d36dd8f,3F0BG9B9MWZM3JX9GHNYCGTAI507YY,7,-1752889012,Thank you for joining our study on 2024-04-22
hk_b51bf03c05f1d6cc,32XVDSJFP69FN1BPR2ISMUPV26T2M2,6.5,1057885734,Thank you for joining our study on 2024-04-22
hk_f5d0ab0c0e67353e,3WOKGM4L78SWRUTNPVTRVALL1I9O0P,1,1510209914,Thank you for joining our study on 2024-04-22
hk_b0e0365523f776f8,3EQHHY4HQZ47UOYQYIMV7W8AQG8G5H,6,-1194665753,Thank you for joining our study on 2024-04-22
hk_3d3d94d54429185e,3JMSRU9HQP6Q84HEYEEKBRHXPAHEVY,1,-86698177,Thank you for joining our study on 2024-04-22
hk_1de47e609e521915,3J2UYBXQQSO62ONJPZ7XEAZUEE406R,1,-1223302444,Thank you for joining our study on 2024-04-22
hk_98aaa8ab4973daf9,3U0SRXB7CKH293DAITCT0HM3IKZRND,6.5,2073744790,Thank you for joining our study on 2024-04-22
hk_f3ccb477eb14214e,31QTRG6Q20PB9P19C3HFC2KVLL4YP5,6.5,523768515,Thank you for joining our study on 2024-04-22
hk_fa6942fbd8a4ef91,3RSDURM96HY7CYCJ3P14IQLR7ASEYI,11.5,-96736968,Thank you for joining our study on 2024-04-22
hk_cd16f2affbb0691e,30ZX6P7VFF7PMT54O55062XEXZJ2JS,12.5,1133926178,Thank you for joining our study on 2024-04-22
hk_d1c181d48796806d,3P4MQ7TPP4ODSN7OJ6LU97H5IT1BBH,7,-755300088,Thank you for joining our study on 2024-04-22
hk_e6242616336601c8,3WRFBPLXRH0AQ1S873BXIJJNAIS3NG,6,-164938787,Thank you for joining our study on 2024-04-22
hk_c106506e32cb2cb1,3UJ1CZ6IZO1AKT7HTIGCWARDAEG5SA,11.5,82057595,Thank you for joining our study on 2024-04-22
hk_31c1254f61ab27ba,3CPLWGV3MVBW53HOOCC79WM9FJJ9N7,1,1076750883,Thank you for joining our study on 2024-04-22
hk_b83f79f5a49dd87e,374TNBHA8I7W912OCGW4C7A5RKNYQ0,1,414466960,Thank you for joining our study on 2024-04-22
hk_3e262e3b036d86b9,3FPRZHYEP5JNY61H9UXOS0D0YD63VV,1,-894901303,Thank you for joining our study on 2024-04-22
hk_dd172886712ef7c8,36H9ULYP6969NNHGC0K7QLR33L5FJ3,1,827125903,Thank you for joining our study on 2024-04-22
hk_fc5c1ac2dc9778d2,37ZHEEHM63YLNG0LRWU8MMXXHF973Q,6.5,-920274639,Thank you for joining our study on 2024-04-22
hk_c09533828fbb0364,384PI804XZDBPMLGWCA0FFVMZFNS0I,11,-609231480,Thank you for joining our study on 2024-04-22
hk_843a34c371cfc588,340UGXU9D5D7X0E0OETPF930F03VUW,1,117517213,Thank you for joining our study on 2024-04-22
hk_8b6147028169d152,3I0BTBYZA4X8L8XPVI2PX1JNNRRY0Z,10,420138170,Thank you for joining our study on 2024-04-22
hk_fb1d1f18b7eb7782,3RU7GD8VPV5ED3P0DXPQUGWU8Y6PSG,6,-1801159374,Thank you for joining our study on 2024-04-22
hk_78441e7cacba6a22,3IX2EGZR7IV6QDMP3VK17A5MA75JRR,10,374141670,Thank you for joining our study on 2024-04-22
hk_d14d00602e8a52a8,3E337GFOLGKBKD4W2IIH1D8WHLONGY,1,-1928040056,Thank you for joining our study on 2024-04-22
hk_cf6666f86e4a0649,33PPO7FEC2RGUSJE3C4HQK9IHB9DIQ,1,-1058409467,Thank you for joining our study on 2024-04-22
hk_8eeef022cc87b50d,3NAPMVF0Z3RW2Y42NWG33CS57O527C,8,-1851228176,Thank you for joining our study on 2024-04-22
hk_75c9916e60d3d2d7,386CSBG1O6YUQHSI6X1CTGQCS6IQ68,6.5,525468892,Thank you for joining our study on 2024-04-22
hk_072f384479b5de07,3SKRO2GZ783D8STQNM5Y2YNNVI61KN,6.5,986203880,Thank you for joining our study on 2024-04-22
hk_918a70e5a67c349d,30JNVC0ORGWAN6CZ2GSGQ7F21B9HQT,7,-1817046386,Thank you for joining our study on 2024-04-22
hk_3053d604a00efe30,33PPUNGG3FHWQSRTLHNNV4TCSFCRZX,6,-308499160,Thank you for joining our study on 2024-04-22
hk_4b93aece49bca4c1,3B2X28YI33R7MBQTNF4MYRVD5D1B6E,8.5,-1783656377,Thank you for joining our study on 2024-04-22
hk_f7afb9769e72aef4,3A4NIXBJ7DBLONXX180X1QO475ALMX,7.5,-491664523,Thank you for joining our study on 2024-04-22
hk_009105383106591c,3QAVNHZ3ETGKMMO845ASSZT4DMKALX,6,-1804919188,Thank you for joining our study on 2024-04-22
hk_877503e7ad0d3dea,3WEV0KO0OT45O6MA8OYVUMF5VRISD9,4,-714119703,Thank you for joining our study on 2024-04-22
hk_bcdfe1eff32cbd28,3PJ71Z61RBETRWAZJPE9CP969VU19U,8.5,1919129748,Thank you for joining our study on 2024-04-22
hk_7af4ea58ba29f419,3PWWM24LHZA02C9LX189HCO0HVR28O,6,1619937624,Thank you for joining our study on 2024-04-22
hk_0a66cbc946c25949,3EJJQNKU9YHAZ7RZFVHGVXP7TLZHRQ,6.5,-1881685918,Thank you for joining our study on 2024-04-22
hk_19d8e64a3dd6f9eb,3Z7ISHFUH77Q8NCXM8HN4NY7Z7P8Z4,7,-892447078,Thank you for joining our study on 2024-04-22
hk_abe38cdad6e5f385,31LVTDXBLEMCL3AP6GWENPIEAQ5LRA,6.5,458240749,Thank you for joining our study on 2024-04-22
hk_f59d1ff02b96e495,3R08VXYT7J7IEE291G5ARJ8U7MV7W8,7,2118070806,Thank you for joining our study on 2024-04-22
hk_f09b0eaeee41fe1b,3LRKMWOKBCTFM8A86R8MUWL4IQFZ2H,6.5,-809817817,Thank you for joining our study on 2024-04-22
hk_c8f9c73fc7626f37,3YJ6NA41JISLE06AQ3GC2F578KFJPM,6.25,-1802911221,Thank you for joining our study on 2024-04-22
hk_76e7df9ffd474103,3KJYX6QCMGNYJK36CFPB87UPSJVVJI,6,-811249777,Thank you for joining our study on 2024-04-22
hk_18130058e655246c,3EF8EXOTT87IX8N8515M1JN951N1J8,4,-1433668132,Thank you for joining our study on 2024-04-22
hk_82b8edc06e287f64,3Q8GYXHFEWEUDCILWWQCH5NV0QR5CJ,6.5,832707634,Thank you for joining our study on 2024-04-22
hk_50e5871405f8b0af,3TPWUS5F8GDOQVX5SXDL75088X9WCD,6.5,-1610845229,Thank you for joining our study on 2024-04-22
hk_c6ea7a2e5368f9dd,3U5NZHP4LYEPNUBK23DRQ2PS2OUHPX,7.5,615157810,Thank you for joining our study on 2024-04-22
hk_0ce01eb019bd748d,39DD6S19JWN7HOMOZB3NWXUTI4YEZG,7.5,1608747481,Thank you for joining our study on 2024-04-22
hk_3e29bb7fb1c2434a,3CTOC39K3E2W8U2AUHMV2TEM9QZ7JU,8,1160053254,Thank you for joining our study on 2024-04-22
hk_4a34699087254310,3ZDAD0O1T8PK1C46OO4XYYEJ79JTX4,5.5,-1544941192,Thank you for joining our study on 2024-04-22
hk_d327e67255a15e5f,323Q6SJS8PSDWHMQO0HME8BOTIJFHX,6.25,-397207388,Thank you for joining our study on 2024-04-22
hk_37ffe754ede29b91,38F5OAUN5UO0HO7K6HJAQGY7WMHH7X,6,40834081,Thank you for joining our study on 2024-04-22
hk_3399700051288942,3SPJ033428FFNEYBHQCVF6YJCFKJYY,6,-1165312827,Thank you for joining our study on 2024-04-22
hk_896fa7b25920b597,33C7UALJVSATDRRPEX8VCTEVQYW188,1,103740869,Thank you for joining our study on 2024-04-22
hk_49fb274b03dd5e89,32UTUBMZ7N8S115UONCUAJBCN56VB2,5.75,-1775310619,Thank you for joining our study on 2024-04-22
hk_5d7b7f88316e4493,39DD6S19JWN7HOMOZB3NWXUTE8VZE2,9.5,-75294378,Thank you for joining our study on 2024-04-22
hk_30c870a3b2637828,345LHZDED44NLRCH44NJWEBHLYCU3X,7.5,575512760,Thank you for joining our study on 2024-04-22
hk_e9cdb1fb4d002521,3D3VGR7TA7RV5ZK00ASER3OXIDV3RL,6,-234410426,Thank you for joining our study on 2024-04-22
hk_adc36504aff4c346,3QFUFYSY95RJK5YV9TX3KJ2KOGLF45,9,-1946731821,Thank you for joining our study on 2024-04-22
hk_b02d1fdaa5f858d6,37XITHEIS3LJIZGJT33FK6SRJH2CRZ,9,1101440753,Thank you for joining our study on 2024-04-22
hk_ad0e933dbabd0681,3YZ8UPK3V0YBYR80XXYKPHFBQJYUCJ,7.25,-194260353,Thank you for joining our study on 2024-04-22
hk_a33e8040b97291e5,3EA3QWIZ4P7NBHFBP24WVOR4KFLTID,6,-1614061248,Thank you for joining our study on 2024-04-22
hk_88fb645efa678ed0,36U2A8VAG8BAYY4TZBC7GLYWRTAYKG,8.25,1205790194,Thank you for joining our study on 2024-04-22
hk_5b8dc318666d94f8,34YB12FSQ5052VJWQH3HOYJWBK1GMR,6.75,-1754606152,Thank you for joining our study on 2024-04-22
hk_3e3cb53f89b657be,345LHZDED44NLRCH44NJWEBHKV03UN,6.75,248049056,Thank you for joining our study on 2024-04-22
hk_90e8393404eeb880,3WZ36BJEVASDO915JSCF91NRNTGTBP,1,-1020905158,Thank you for joining our study on 2024-04-22
hk_590fb2563ec450ba,3PB5A5BD02IMHSC9MB1S5GM6GUOG7W,6,-482085207,Thank you for joining our study on 2024-04-22
hk_0b5de8ad1d38a096,3P4RDNWNDCITXEJ6D8QSTI4VKGKIJR,6.75,-249298502,Thank you for joining our study on 2024-04-22
hk_2bb42985e34cfb3a,39ZSFO5CAF8Y65E67PF6CLS6G12UJO,1,-206154217,Thank you for joining our study on 2024-04-22
hk_48db12c50193809b,3TXD01ZLDBT83NVL4IS26J3NV754U3,1,-1706457387,Thank you for joining our study on 2024-04-22
hk_231077505eef21e6,3Q5C1WP23TDAQ98NGZ1S0944RYW51U,8,-1772911649,Thank you for joining our study on 2024-04-22
hk_145cd0a8780e9396,3QILPRALQC7WRYYEJK6T90RYPTHN82,6,-303077067,Thank you for joining our study on 2024-04-22
hk_d8a02e1cbc98be53,3HUTX6F6V1Z3N4W14IX5EYE0ZXE2O7,6,1161695389,Thank you for joining our study on 2024-04-22
hk_af6f02d1b6de8f8e,3K5TEWLKG2N2O9J0UX4BW6FPESOIVM,6,517115504,Thank you for joining our study on 2024-04-22
hk_a37496949833e7c6,3PJ71Z61RBETRWAZJPE9CP96DHN917,6,435584234,Thank you for joining our study on 2024-04-22
hk_ca149becfd0e6929,3TPWUS5F8GDOQVX5SXDL75088CMCW0,1,263953072,Thank you for joining our study on 2024-04-22
hk_42f3f8ad83687e6e,352YTHGRO2P3Y1P14JL3N4EX4VDH4K,6,-337581435,Thank you for joining our study on 2024-04-22
hk_0a8014a9dad5aa1a,32Z9ZLUT1SW72UZJN30C12K2JXMHON,6.5,687182865,Thank you for joining our study on 2024-04-22
hk_6970b6f4f5e8d71b,37TD41K0AOLVJEGW8S3KAGXN5NTCS3,9,50393596,Thank you for joining our study on 2024-04-22
hk_702bb3e13985a32f,3RANCT1ZVMTSOMGUJX2PEX9UJKEBUU,6,-1977424649,Thank you for joining our study on 2024-04-22
hk_7f1e88bcc3d0c4c8,3MTMREQS42U0XG078JHU1AAKBS6WAS,9.5,2067305178,Thank you for joining our study on 2024-04-22
hk_48517ded9379ec06,3ERET4BTVTLVXXWLRZKRH455KKH9KW,7,1314640353,Thank you for joining our study on 2024-04-22
