task,complexity,playerCount,team_n,strong,weak,team_sd,strong_se,weak_se
Divergent Association,High,6,25,1.007015428484322,1.2223756628365057,3.4055851628147313,0.007195728640071001,0.08545532244019566
Guess the Correlation,Low,3,34,0.9660110385515345,1.3561497326203207,20.852102062569315,0.04119105083173025,0.11196410779571132
Guess the Correlation,Low,6,28,0.9487329862599596,1.4591630591630593,12.733325022851107,0.02528645399247662,0.11026415266168144
Guess the Correlation,Medium,3,33,0.7388547989393351,1.03167991038611,23.601449300644845,0.05439569755452842,0.10268034941392859
Guess the Correlation,Medium,6,28,0.6643665120005976,1.0383409428461414,26.472982134032105,0.05916446290256318,0.11571158592104669
Guess the Correlation,High,3,33,0.9204144727180245,1.271275756523934,18.810709796025854,0.03952177720806357,0.10014386605165694
Guess the Correlation,High,6,27,0.8959889880945521,1.3698947124840912,21.946321460350156,0.04602495641158193,0.11463296557980986
Logic Problem,Low,3,29,0.9884263358479249,1.228587130646274,7.756452899125646,0.014965731901708473,0.07018177611633446
Logic Problem,Low,6,25,0.9604226730165404,1.2329060698541878,6.774461848245462,0.01360022949149102,0.070129089390443
Logic Problem,Medium,3,29,0.9701127312530234,1.2186041100074172,12.22550834064548,0.02899863265774671,0.07164977595650376
Logic Problem,Medium,6,25,0.8949479726853689,1.2052298608182204,8.789197915623474,0.020919922147268167,0.06723377656755729
Logic Problem,High,3,29,0.9469478782715862,1.2358306945937307,14.502165627304542,0.03308463886500287,0.08227816034985014
Logic Problem,High,6,25,0.8677060145371053,1.2555686604886265,9.840731680114034,0.021771797137504625,0.07786010896016998
Moral Reasoning,Low,3,31,0.72073301596433,1.0267505900865457,33.16867935752915,0.07061787689905992,0.1345209952913572
Moral Reasoning,Low,6,27,0.7618210575995088,1.1757348342714193,29.64293682656466,0.06241633606211286,0.14049675616151003
Moral Reasoning,Medium,3,31,0.5892668146433514,0.815428273585452,37.77978067640135,0.07747388973217588,0.12448561230205793
Moral Reasoning,Medium,6,27,0.7255883007207679,1.0854445109382274,26.587757180868643,0.054039332847432967,0.11674890105546606
Moral Reasoning,High,3,31,0.6658878323447299,0.9740027428298846,36.31330216296082,0.07418373327068538,0.1409872795348664
Moral Reasoning,High,6,27,0.6755680586421532,1.072088724584103,29.526172657404675,0.05956743780890775,0.1369515772218669
Putting Food Into Categories,Low,3,33,1.1429716461276425,1.719626168224299,19.806968907836893,0.09906527592659953,0.2268897229258956
Putting Food Into Categories,Low,6,28,1.606874943928007,2.8528037383177565,20.167945650115968,0.09269450725966959,0.32827307621968316
Putting Food Into Categories,Medium,3,33,0.9701224484762156,1.399097356544165,14.74310476994502,0.0939817480883902,0.18719637906424488
Putting Food Into Categories,Medium,6,28,1.6590797244094488,2.767857142857143,18.582530322888168,0.11107229539738535,0.3157696112507236
Putting Food Into Categories,High,3,33,1.0652368185880248,1.6931818181818183,16.571699131990425,0.09541716644102805,0.24977398521459931
Putting Food Into Categories,High,6,28,1.5343744903311691,2.9464285714285716,20.26974982089156,0.10472898466634105,0.3998832428432513
Random Dot Motion,Low,3,29,0.9478187063624329,1.0182345988447086,10.533817623022001,0.020100748582193153,0.03150914779990486
Random Dot Motion,Low,6,25,0.9563608885270365,1.0409981529901784,3.4191375831045563,0.006934113349678114,0.024646844173315155
Random Dot Motion,Medium,3,29,0.6729665596669916,1.2044525800246362,33.36257398525078,0.11718783824223572,0.29627342901943715
Random Dot Motion,Medium,6,25,0.29784391140649236,0.708150871892697,15.120879188380572,0.042987720053967414,0.16010880917414208
Random Dot Motion,High,3,29,0.8155845213699855,1.01015917298106,8.871265411950382,0.021712821822369943,0.06490337656573703
Random Dot Motion,High,6,25,0.7239665803711332,0.9877431653397833,5.022949343220761,0.01194428945963693,0.06008695988221252
Recall Association,Low,3,33,1.3245337439808365,2.3146186440677976,29.63080910952059,0.1036466473889275,0.39686339315866737
Recall Association,Low,6,28,1.2115378846748321,2.785373789346248,16.742170246125934,0.04811161190212009,0.43958152019463087
Recall Association,Medium,3,33,1.5000806081575453,2.5536649214659684,23.178877425124153,0.10060367545096872,0.39581613599070586
Recall Association,Medium,6,28,1.4601958277536344,3.0035059835452502,18.30105223836561,0.0711758125311843,0.44475517245910434
Recall Association,High,3,33,1.4167518704253697,2.4893917963224896,23.965566168853535,0.10879913989454718,0.42059809409529186
Recall Association,High,6,28,1.510027745031219,3.1739745403111743,17.813086783213457,0.07325976356106474,0.5020846562646418
Recall Word Lists,Low,3,29,0.9486445392552213,1.4412453967191157,23.541180771537913,0.045852948602435,0.18382881379765786
Recall Word Lists,Low,6,25,0.9913994923097302,1.57631067961165,5,0.010014147436586567,0.1867666144924119
Recall Word Lists,Medium,3,29,0.883613545918545,1.6431315286981925,41.561160345460564,0.11090503156839936,0.33018535037834656
Recall Word Lists,Medium,6,25,0.8172332491054477,1.8333811074918578,44.42679371730532,0.10578980621701312,0.37302958422810767
Recall Word Lists,High,3,29,0.892847455587444,1.660535319954378,34.96282332390114,0.10078304167872454,0.3140320904898846
Recall Word Lists,High,6,25,0.8671573643998949,1.9896973961998579,38.90745429863023,0.0978506356598466,0.37631746177243464
Room Assignment,Low,3,35,0.8998276078930428,1.1166208447888029,23.312707971001057,0.04047948611831792,0.08330746480227164
Room Assignment,Low,6,27,0.9500307974811271,1.2043378044377797,10.467423348988595,0.020255776805381147,0.07614266712198332
Room Assignment,Medium,3,35,0.8795720141257692,1.1570280647587385,23.44501882198061,0.041743124851442,0.0925140538869128
Room Assignment,Medium,6,27,0.9048655968607805,1.2402122266350588,17.979412094372258,0.03497557014528753,0.09310409061462725
Room Assignment,High,3,35,0.9207027195607899,1.3532783667059285,23.222399575087486,0.04985383273765076,0.13548283220243393
Room Assignment,High,6,27,0.8741797503686101,1.425060710494554,20.08615957764138,0.04425082326545521,0.14002921465465776
Sudoku,Low,3,29,0.9621848775332832,1.058253042596349,12.291362260014006,0.022890010885611385,0.040416171933892714
Sudoku,Low,6,27,1.0000100552756552,1.1029411764705883,0,4.175824191482613e-7,0.03295375536745211
Sudoku,Medium,3,29,0.9393510171280794,1.1329942404069115,19.273880012569247,0.046362482729408155,0.06839866261166631
Sudoku,Medium,6,27,0.8982255060883723,1.185827910339841,19.570485874881022,0.0445569222189983,0.07184849996326212
Sudoku,High,3,29,0.9133895839710795,1.0963547613610414,16.811399486936224,0.04846734032517819,0.06964849729338078
Sudoku,High,6,27,0.8200576020597311,1.0961644591611481,21.364427126388073,0.05729197462923428,0.0856398947211447
Typing,Low,3,29,1.0591479490002342,1.6662543907386336,17.426579016150125,0.10156579016815906,0.23636746502591358
Typing,Low,6,25,1.2792669231416296,2.3506456241033,27.173583525329825,0.14597441492430838,0.3638276054600443
Typing,Medium,3,29,1.0341380830972138,1.6408088422553866,18.344852908366885,0.08663635461473165,0.2239212051469805
Typing,Medium,6,25,1.1523088508690584,2.1406794682422454,22.904266898918,0.09943469384961215,0.29554720886428937
Typing,High,3,29,1.1205386388862275,1.841496865203762,16.324794040083788,0.10633893431645865,0.2788174069683855
Typing,High,6,25,1.2559424434601663,2.4404545454545454,26.27027044698776,0.15578262919424057,0.4178405627995511
Unscramble Words,Low,3,29,1.0599434748902767,1.5887082365552976,4.386640039647477,0.009009095492950016,0.16603100238363921
Unscramble Words,Low,6,25,1.0043790070483134,1.6084974093264248,2.5,0.005047196010820558,0.16776439421969724
Unscramble Words,Medium,3,29,1.6277604879870533,2.942799188640972,21.783543863458753,0.08245543003706242,0.45143710771793477
Unscramble Words,Medium,6,25,1.50145780099559,3.413647058823528,12.541597452743677,0.040496757337940066,0.5030297553037612
Unscramble Words,High,3,29,1.2181277159368227,2.022535976106434,18.755130660925143,0.05171204348357421,0.25690547866834684
Unscramble Words,High,6,25,1.1826945794595087,2.3584251968503924,7.839536550927825,0.01931666044685837,0.2850829515797106
Whac a Mole,Low,3,39,0.8861275199523171,1.5688830943068233,33.675476758432524,0.0929728036588726,0.2462780465744847
Whac a Mole,Low,6,26,0.45696736933673904,1.0174147886012295,22.64317027105721,0.060865767588185474,0.18023199552989627
Whac a Mole,Medium,3,38,0.6129401180811271,1.092044697474411,29.8348011631561,0.08432273522347052,0.19667939764196551
Whac a Mole,Medium,6,26,0.2611898335094043,0.5878551827918916,17.439459851440184,0.047162135077894754,0.12624758469968367
Whac a Mole,High,3,38,0.6059686845883507,1.1263818344786376,32.336618905326986,0.08559567699067475,0.21328812519098475
Whac a Mole,High,6,26,0.33127489342756045,0.7804693066121211,19.834074670963986,0.05006892986507702,0.1536422642038946
WildCam,Low,3,33,0.9560722279305757,1.367231638418079,24.925815860193953,0.08491688738205876,0.17095020449058415
WildCam,Low,6,28,0.8561241692058278,1.4049636803874093,25.754915970529392,0.08294408142575455,0.1839522111436872
WildCam,Medium,3,33,0.9537737866153518,1.5360881542699727,21.165090499953273,0.11322908836216064,0.25802236612515644
WildCam,Medium,6,28,0.8207540491389096,1.6227272727272728,20.099938386675422,0.09501455571979005,0.2693249886623583
WildCam,High,3,33,0.8781939714970359,1.3457019171304885,25.6897846422471,0.08781845866828862,0.19598343717853586
WildCam,High,6,28,0.8977409166498438,1.6190476190476188,26.646935501059655,0.08395866363454285,0.22880779103079898
Wildcat Wells,Low,3,33,0.6849533854055917,1.0025728987993139,16.620035776904608,0.04205258963591681,0.11209935723385112
Wildcat Wells,Low,6,28,0.6482446646611688,1.126010781671159,21.73800492958441,0.050201336692231216,0.13673958677555792
Wildcat Wells,Medium,3,33,0.905369690557488,1.3138461538461539,18.127360870275965,0.0690756941609983,0.15718456483274343
Wildcat Wells,Medium,6,28,0.8405494224264648,1.417912087912088,17.703017409380397,0.06293092340972356,0.16842919490983244
Wildcat Wells,High,3,33,0.7541076285117585,1.1169354838709677,20.99881506987154,0.06330012559239763,0.14256283124340213
Wildcat Wells,High,6,28,0.645204118070959,1.140552995391705,21.540460702915787,0.058986401069292094,0.1514053112652926
Wolf Goat Cabbage,Low,3,39,0.8089222734853111,1.6646184957610641,48.9594285202109,0.10404779737435885,0.3674501986680969
Wolf Goat Cabbage,Low,6,28,0.9654178336321688,2.4921276903076706,26.416685443886966,0.05279733044338673,0.4674719341709487
Wolf Goat Cabbage,Medium,3,39,0.8946559331500836,1.5208931755694346,34.88096202043436,0.06193155877778126,0.2167586875125878
Wolf Goat Cabbage,Medium,6,28,0.9320651361089294,1.7422184701218617,19.009709298646516,0.036213352946741016,0.22738106739170144
Wolf Goat Cabbage,High,3,39,0.9482680501446925,1.5434195195716305,30.098421549262103,0.05250766126421393,0.1926873692473148
Wolf Goat Cabbage,High,6,28,0.9777258076849321,1.7218360112333686,10.490610566259239,0.01995391067420855,0.19585953091397645
Word Construction,Low,3,31,1.188615434415498,2.265642380422692,16.33187347801761,0.0914873150314257,0.38726392891330585
Word Construction,Low,6,26,1.380224478300565,3.4707393899204244,17.771396053050236,0.08226394060945137,0.5688634524030068
Word Construction,Medium,3,32,1.1905075639137743,1.909791076487252,18.645818200674746,0.08317953565521748,0.23461581422682679
Word Construction,Medium,6,26,1.3042290870097042,2.525550228808019,14.686179547510882,0.06016918467148366,0.2806145544081755
Word Construction,High,3,31,1.4981974048283946,2.7102368077568535,21.438245158389734,0.14230316559972986,0.4283746454235137
Word Construction,High,6,26,1.6277645351776362,3.7303245887060923,15.375804304113752,0.08792415263936612,0.5126704713857255
Writing Story,Low,3,32,0.923359332621743,1.1060725552050474,16.512880699394437,0.030448811994577978,0.060095403957900743
Writing Story,Low,6,25,0.9183761179734581,1.1381703470031546,8.48625128695526,0.017107840958122483,0.05353130518947703
Writing Story,Medium,3,33,0.9004997519786695,1.0426084044868575,24.881640884873953,0.04371444338481304,0.06923460281634483
Writing Story,Medium,6,25,0.9581136295801047,1.119171270718232,7.041908645122796,0.01408875599832837,0.053315186596472094
Writing Story,High,3,32,0.9540163098127759,1.0233050847457628,9.66766566749094,0.017201204672961195,0.02695037102330663
Writing Story,High,6,25,0.946929342616232,1.021955671447197,10.076865081787254,0.020159322360654337,0.029296317923321095
